block_id,chapter,section,source_file,source_line,language_or_class,first_meaningful_line,last_meaningful_line,line_count,sha256,semantic_candidate
block-0550,11,Database Services,chapters/11-cloud-services.qmd,280,javascript,const { Pool } = require('pg');,},26,785f804d59f0555105e8d7bfc0971eedb5ddfa0da057b769d0ed571fb77193b6,PROGRAM_CODE
block-0551,11,Networking Services,chapters/11-cloud-services.qmd,321,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,39,803523e616076dd4df36da0465c1fd98986c620c08cff732ee2c02abc6ff4aeb,ASCII_DIAGRAM
block-0552,11,Networking Services,chapters/11-cloud-services.qmd,367,javascript,// Example: Health check endpoint for load balancer,});,35,b5cd53e6b0f482fbc1aa8f1acdc978bbde902c652eaa47c1cbcb1cf0015ae4ad,PROGRAM_CODE
block-0553,11,The Problem Containers Solve,chapters/11-cloud-services.qmd,419,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,23,fabfd409e022d303e990cea4ed13fbdc8270341c954f810d949b7e9312f502b4,ASCII_DIAGRAM
block-0554,11,Docker Fundamentals,chapters/11-cloud-services.qmd,463,dockerfile,# Dockerfile for a Node.js application,"CMD [""node"", ""dist/index.js""]",57,514f20c00c07cd77d30b6fdc3c98ca2dd096a47541f8ac30c40fc1f3d63d874c,CONFIGURATION
block-0555,11,Docker Fundamentals,chapters/11-cloud-services.qmd,535,bash,# Build the image and tag it with a name,# my-app:1.0.0: Image name and tag to run,26,153b9b6e6b283b558d661cda0c690b82da4d4d58973efe54a3e3936b21447006,TERMINAL_SESSION
block-0556,11,Docker Compose for Local Development,chapters/11-cloud-services.qmd,570,yaml,# docker-compose.yml,redis_data:,73,8d4e436ceda6b64de105faa0ed11dc15fd668001c2329bcd49a3dc6037f1d261,CONFIGURATION
block-0557,11,Docker Compose for Local Development,chapters/11-cloud-services.qmd,658,bash,# Start all services in the background,docker compose up -d,18,381dd51ef40c9bedfe1b8cbf0b6c35436df20d734897c368d44bf579083ab147,TERMINAL_SESSION
block-0558,11,Container Best Practices,chapters/11-cloud-services.qmd,685,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,26,7e53e1c830af6fc7c4ea9abb8780aa2a4ff32857e8572669b22927143a1ddce0,ASCII_DIAGRAM
block-0559,11,Container Best Practices,chapters/11-cloud-services.qmd,720,javascript,// Graceful shutdown handler,});,28,15d03988ea17b665d7fa6a1e08bcbbf06d0193ff5c23138e25c4a997159c1b63,PROGRAM_CODE
block-0560,11,Why Kubernetes?,chapters/11-cloud-services.qmd,771,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,27,b494f9de265084e661aacfc378976b4ced6d11aff2fa5a90c1c074ea4dcc33b9,ASCII_DIAGRAM
block-0561,11,Core Kubernetes Concepts,chapters/11-cloud-services.qmd,819,yaml,# kubernetes/deployment.yaml,failureThreshold: 30  # 30 * 5 = 150s max startup time,109,8a6c2afeae50ff70e23a9b652d024331fc8c84e3c604ee8375561bc7593be1dc,CONFIGURATION
block-0562,11,Core Kubernetes Concepts,chapters/11-cloud-services.qmd,945,yaml,# kubernetes/service.yaml,protocol: TCP,23,bb54eaf048d995a91d08465fb25d70c4665d9f921d99b5add84d3f624ef0a249,CONFIGURATION
block-0563,11,Core Kubernetes Concepts,chapters/11-cloud-services.qmd,975,yaml,# kubernetes/configmap.yaml,jwt-secret: c3VwZXItc2VjcmV0LWtleS1jaGFuZ2UtdGhpcw==,29,6e48e253951aec9bcd26a0c48eb8e58c1e8a5bc5ee376c083c11a7e93e8351ed,CONFIGURATION
block-0564,11,Deploying to Kubernetes,chapters/11-cloud-services.qmd,1013,bash,# Apply all manifests in a directory,kubectl exec -it taskflow-api-7d9f8c6b5-abc12 -- /bin/sh,26,c93bfa2117c6bd12154f13c509a22da005ae858539aa8d7abfe5859f0f29a93a,TERMINAL_SESSION
block-0565,11,Deploying to Kubernetes,chapters/11-cloud-services.qmd,1044,bash,# Update to a new image version,kubectl rollout history deployment/taskflow-api,14,b516eba394b71fffbee62cd637d35e01dd144c24a9e91de8fc9500baaa89d128,TERMINAL_SESSION
block-0566,11,Horizontal Pod Autoscaling,chapters/11-cloud-services.qmd,1067,yaml,# kubernetes/hpa.yaml,periodSeconds: 60,52,698ac19e3675f7ebd9b4350b96be10e1684c1eeb11dfeb4467179aa3f99b83a1,CONFIGURATION
block-0567,11,Managed Kubernetes Services,chapters/11-cloud-services.qmd,1130,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,26,ea12a9ccfb1aabc2968887a5e08634f493fe5792a0358aef45a7c9b442e2894c,ASCII_DIAGRAM
block-0568,11,What is Serverless?,chapters/11-cloud-services.qmd,1176,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,19,4ffd80cf28c0674a5f55c16572587d0ffc466531996e6d681b480906408f1fb0,ASCII_DIAGRAM
block-0569,11,AWS Lambda,chapters/11-cloud-services.qmd,1204,javascript,// lambda/processTaskUpdate.js,},113,a8dfc6f240eac24e0c56416e6e8cf321b036733c3ee0093b513c7cc1870585ff,PROGRAM_CODE
block-0570,11,Infrastructure as Code for Lambda,chapters/11-cloud-services.qmd,1332,yaml,# serverless.yml,- serverless-webpack  # Bundle and minimize code,124,b132edc73e8bbae600ff0d2f9d6bb2b3014f0d03c40c3009fd2f4ff6db0959b0,CONFIGURATION
block-0571,11,Serverless Patterns,chapters/11-cloud-services.qmd,1473,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,25,7df30b4e19c8a68c4ed66ac804a96c8fed7898bdccb9dfff8c6efa018fb4af18,ASCII_DIAGRAM
block-0572,11,Serverless Patterns,chapters/11-cloud-services.qmd,1503,javascript,// lambda/processImageUpload.js,},97,2e3b0d60fa4019c13bc92ebc8b9262ebd3c6add7e6232a67b8b6bf27665816d4,PROGRAM_CODE
block-0573,11,When to Use Serverless,chapters/11-cloud-services.qmd,1617,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,39,a484ba06409332551678ed3dcf6bb4cfac07a302e212dc62d6b6d10dc0bef7bd,ASCII_DIAGRAM
block-0574,11,Benefits of Infrastructure as Code,chapters/11-cloud-services.qmd,1669,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,29,f360caaf4d64f7df3531d63ff518f9890b7a7220ba4ac5465121d4e4657b66c6,ASCII_DIAGRAM
block-0575,11,Terraform,chapters/11-cloud-services.qmd,1707,hcl,# terraform/main.tf,},58,764cf25ddfef9eba5df536bbf40cd0c27ef8a4795138bb3254196a67a4f67347,CONFIGURATION
block-0576,11,Terraform,chapters/11-cloud-services.qmd,1772,hcl,# terraform/network.tf,},75,21fd7a7bc5554b5a47ab8f7bc9ad4d15ad7098072d95e8290d414831561751cb,CONFIGURATION
block-0577,11,Terraform,chapters/11-cloud-services.qmd,1854,hcl,# terraform/database.tf,},79,84052b5bbc3270f3475db8b16e21973bb504910f6282c0b524ab1d4f8b973bb5,CONFIGURATION
block-0578,11,Terraform,chapters/11-cloud-services.qmd,1940,hcl,# terraform/outputs.tf,},19,9c2fa673ff5c592c6b19745e2f5bd739e02cef8323669a3e9644e953a39be9d0,CONFIGURATION
block-0579,11,Terraform Workflow,chapters/11-cloud-services.qmd,1966,bash,"# Initialize Terraform (download providers, set up backend)","terraform destroy -var=""environment=staging""",23,220d3664e8a66fa1242e728e5bbbd677db0cb69df629ea6591a9c80ee6609274,TERMINAL_SESSION
block-0580,11,Terraform Best Practices,chapters/11-cloud-services.qmd,1996,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,29,474d21a3c7028f67b9882d08a06a7c93e72baba64713f6dcdd0de62557693f8d,ASCII_DIAGRAM
block-0581,11,Identity and Access Management,chapters/11-cloud-services.qmd,2038,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,23,ef58f97318fbea99832f749eda276afe53cfa6878548ba7f0738ba747d5bd47f,ASCII_DIAGRAM
block-0582,11,Identity and Access Management,chapters/11-cloud-services.qmd,2066,json,{,},29,89f5c0c6263f739220fc29309f438aaa6734fcd4da1b7fc26a4c677376978d79,DATA
block-0583,11,Secrets Management,chapters/11-cloud-services.qmd,2104,javascript,// Using AWS Secrets Manager,},41,b3f421fff3373ffd23e7e3c85ac4cf22c6bb2cad2d6ba5d56acc633bbe7e26e5,PROGRAM_CODE
block-0584,11,Network Security,chapters/11-cloud-services.qmd,2154,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,25,211ae6188f006906aed16b90863616b8c4e06111fc7e21ea771545a6e2c82142,ASCII_DIAGRAM
block-0585,11,Cost Optimization Strategies,chapters/11-cloud-services.qmd,2199,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,26,272259bc099e12fa8122ce4439f6d516ef1f59a96bd841c22b7065ed98367f25,ASCII_DIAGRAM
block-0586,11,Cost Optimization Strategies,chapters/11-cloud-services.qmd,2230,hcl,# terraform/cost-controls.tf,},43,18085942d88e5cb28ea2313f3ddca457c29f0834280df996ca58306cd4c8c747,CONFIGURATION
block-0587,12,Security Principles,chapters/12-security.qmd,44,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,29,38843d18bb180ef776bf6425842dacb71472d1819e4922a9c48fe7a79fc03c4a,ASCII_DIAGRAM
block-0588,12,Implementing Proper Access Control,chapters/12-security.qmd,136,javascript,const jwt = require('jsonwebtoken');,};,45,04c37f18f4c3bed4da45b17759507e740ec3ae912d267392b3d7f159ae65867c,PROGRAM_CODE
block-0589,12,Implementing Proper Access Control,chapters/12-security.qmd,188,javascript,// Middleware to verify resource ownership,};,47,94170782a036ac45c34f00ba77a3267b227b3c7f3de96ec8008eec87502c7c42,PROGRAM_CODE
block-0590,12,Implementing Proper Access Control,chapters/12-security.qmd,244,javascript,// User can only access their own profile,);,30,4a9d233de443525920e3ffc5878369dec72432bab605c3f7f54aec5adecd4ef7,PROGRAM_CODE
block-0591,12,Implementing Proper Access Control,chapters/12-security.qmd,281,javascript,// Creating a task - server controls ownership,);,16,ba41b4f3bc4460af9b53ea7e61b8283be24dd7fb6c67f5597f4bf789b27f9955,PROGRAM_CODE
block-0592,12,Password Hashing Done Right,chapters/12-security.qmd,330,javascript,const bcrypt = require('bcrypt');,},23,f380acb0ad0fe4548441fde0773d9398491b9ad0ddcc5b49542d77a4ecb201e9,PROGRAM_CODE
block-0593,12,Encrypting Sensitive Data,chapters/12-security.qmd,366,javascript,const crypto = require('crypto');,},47,fd6ea261763b5fbbfdd92b1f89450e22feb5057a0df51a4e251b82a4dceb9777,PROGRAM_CODE
block-0594,12,Understanding SQL Injection,chapters/12-security.qmd,432,javascript,// VULNERABLE CODE - DO NOT USE,},6,bd860ded05094c890fbd82c654c54ca3922a60f2a7fe3002b4fcad1a5a74683d,PROGRAM_CODE
block-0595,12,Understanding SQL Injection,chapters/12-security.qmd,443,sql,SELECT * FROM users WHERE email = 'alice@example.com' AND password = 'secretpassword',SELECT * FROM users WHERE email = 'alice@example.com' AND password = 'secretpassword',1,e5e8cb78b79005a14f170946d2361815f25e5a615641eaca7724c807d4db452c,PROGRAM_CODE
block-0596,12,Understanding SQL Injection,chapters/12-security.qmd,449,sql,SELECT * FROM users WHERE email = '' OR '1'='1' --' AND password = '...',SELECT * FROM users WHERE email = '' OR '1'='1' --' AND password = '...',1,5fb44389efabe4489467c84b07ddd47901b73162b2a36ce25a1ac0d95bc84f25,PROGRAM_CODE
block-0597,12,Understanding SQL Injection,chapters/12-security.qmd,463,(untyped),'; DROP TABLE users; --,'; DROP TABLE users; --,1,090d47b2b639430bb5ea0cb23c27fe0babb6d56db146ea5f543a59a6b50899a4,PLAIN_VERBATIM
block-0598,12,Understanding SQL Injection,chapters/12-security.qmd,471,(untyped),' UNION SELECT password_hash FROM users WHERE email = 'admin@example.com' --,' UNION SELECT password_hash FROM users WHERE email = 'admin@example.com' --,1,deb9533924a1f3e4455c37afa83ac074dc1627221a2e30c9fc217b473722a6af,PLAIN_VERBATIM
block-0599,12,Preventing SQL Injection,chapters/12-security.qmd,481,javascript,// SECURE: Using parameterized queries,},9,1f80a976d5e0b494664c627278a8cd01221a60c9dc7ed9cad356a4728267e496,PROGRAM_CODE
block-0600,12,Preventing SQL Injection,chapters/12-security.qmd,497,javascript,// Using Knex query builder - automatically parameterized,},19,c96a2670e29c7dce9d5aebf18ef93c8c08dd145f8bd97f5eab8a360e8a0911ae,PROGRAM_CODE
block-0601,12,Command Injection,chapters/12-security.qmd,525,javascript,// VULNERABLE: User controls part of shell command,// Executes: ping -c 1 example.com; cat /etc/passwd,10,7dab65c01b779d994e0e6647533b5dee351c2bd5e9b2e75ce2fe293bd8fbffe1,PROGRAM_CODE
block-0602,12,Command Injection,chapters/12-security.qmd,542,javascript,"// SECURE: Arguments passed as array, not interpolated into string",});,16,d009a5eb1b2a1a591d8f0edcb06a34492b03f79a8f0cf3ee99b01ce690de5a5a,PROGRAM_CODE
block-0603,12,Secure Design for Password Reset,chapters/12-security.qmd,606,javascript,const crypto = require('crypto');,});,14,80cc8b244194419662fe207024011435969f985ba807345a960382aa2a0218b2,PROGRAM_CODE
block-0604,12,Secure Design for Password Reset,chapters/12-security.qmd,625,javascript,"app.post('/api/auth/forgot-password', requestResetLimiter, async (req, res) => {",},16,4bc3a4f3b61f5e4bc83e5aae9aa3b030b297744af1f5d5ba72aedecffe05b028,PROGRAM_CODE
block-0605,12,Secure Design for Password Reset,chapters/12-security.qmd,646,javascript,// Generate cryptographically secure token,});,30,06f3704e1c97584987e14e93e22d17f1efd83f26c1a4bc160ae7b3ff166860fb,PROGRAM_CODE
block-0606,12,Secure Design for Password Reset,chapters/12-security.qmd,681,javascript,"app.post('/api/auth/reset-password', resetTokenLimiter, async (req, res) => {",},17,4fedb64bc03b0539a39086941ab1202a8bf2bafb581eab8f844c606262b76a7f,PROGRAM_CODE
block-0607,12,Secure Design for Password Reset,chapters/12-security.qmd,703,javascript,// Validate new password meets requirements,});,33,ed7349d4a08356ce94908972b111027202d36033108bc6cd54264fb99c2c145f,PROGRAM_CODE
block-0608,12,Secure Configuration,chapters/12-security.qmd,763,javascript,const express = require('express');,app.use(helmet());,8,9510af2325b0bca00364ca2a81b8b3c1b747155e1b840fffcbc9729239ab6473,PROGRAM_CODE
block-0609,12,Secure Configuration,chapters/12-security.qmd,776,javascript,app.use(helmet({,}));,23,dcdb2fac030dfa3ec84e56a5321b5f7d2c3ac6ef4b0d30d17c9dac20726e0b08,PROGRAM_CODE
block-0610,12,Secure Configuration,chapters/12-security.qmd,804,javascript,// CORS configuration - allow only specific origins,"app.use(express.urlencoded({ extended: true, limit: '10kb' }));",18,2d4045f119bfc93d6672d6cc8b4d2f1e5ba650d62f422cc5627c25546defa9df,PROGRAM_CODE
block-0611,12,Secure Configuration,chapters/12-security.qmd,829,javascript,// Error handling middleware,});,35,54ca93b31f0027c7c2aea9c6d4f04df539ee1a825c5a772ff4178a0c5044c0ea,PROGRAM_CODE
block-0612,12,Managing Dependency Security,chapters/12-security.qmd,889,bash,# List all dependencies and their versions,# │   │   │   └── ...,10,49ba644e2d2f1c9f52f454d3b1eacc645f8e9e368ecff7057381fb5b704a4e03,ASCII_DIAGRAM
block-0613,12,Managing Dependency Security,chapters/12-security.qmd,906,bash,# Built-in npm audit,# Run `npm audit fix` to attempt automatic fixes,9,1ee47a4212fdff0f4e06fe019e376c4970d18cc87cd1dd9f922997acb9f55e6c,TERMINAL_SESSION
block-0614,12,Managing Dependency Security,chapters/12-security.qmd,922,yaml,# .github/workflows/security.yml,args: --severity-threshold=high,24,97489a176f68eab148fb76f49d69c36eb65473530dde47614efb8ec5b3286648,CONFIGURATION
block-0615,12,Managing Dependency Security,chapters/12-security.qmd,953,bash,# See which packages have updates available,npm install express@latest,13,cac41f8c155e674361e8c0ddd6ab01c6607856307f7dfa8c09a20702ee1237ba,TERMINAL_SESSION
block-0616,12,Password Policies,chapters/12-security.qmd,989,javascript,const crypto = require('crypto');,},31,844c765a4f8f029bec0fac9fe2f04e4cdb58fd80524d73b11ff8020684cf1468,PROGRAM_CODE
block-0617,12,Brute Force Protection,chapters/12-security.qmd,1029,javascript,"const loginAttempts = new Map();  // In production, use Redis for distributed systems",},39,5d9c7e2f2c11be7240b11c9e7165cf8696f6c7276cf53918341be5bda49d4b5d,PROGRAM_CODE
block-0618,12,Secure Session Management,chapters/12-security.qmd,1077,javascript,// Secure cookie settings for session tokens,};,8,e5fb765b6a2be9c5b581ed8ad76a96179e2d9108cfa591189a6e4e61df4ba1cc,PROGRAM_CODE
block-0619,12,Supply Chain Security,chapters/12-security.qmd,1113,json,// package-lock.json includes integrity hashes,},10,393ae9180f7a62949fa7566c8a53b63f529c20efb159435bd7bc5eb5d2db5b2f,DATA
block-0620,12,Unsafe Deserialization,chapters/12-security.qmd,1136,javascript,// DANGEROUS: Libraries that deserialize with code execution,// get executed during deserialization,11,094b1017cceafbb2ff7baddf89825ca637d32bd59ebd9915002e6e644350e6ad,PROGRAM_CODE
block-0621,12,Unsafe Deserialization,chapters/12-security.qmd,1152,javascript,"// SAFE: JSON.parse only creates data, never executes code",});,12,9959717f32fdbdc45ff34fdf90bbba646ced57dec9b7ad952a184e0570b9298e,PROGRAM_CODE
block-0622,12,How to Log Securely,chapters/12-security.qmd,1199,javascript,const winston = require('winston');,"logSecurityEvent('RATE_LIMIT_EXCEEDED', req.user?.id, { endpoint: req.path, ip: req.ip });",28,f866eece4d14a790f6a442be04a918d63ebab309743f11fa26dde2c2fc96bb98,PROGRAM_CODE
block-0623,12,Preventing SSRF,chapters/12-security.qmd,1280,javascript,"const ALLOWED_DOMAINS = ['github.com', 'api.github.com', 'raw.githubusercontent.com'];",},11,04ee2f1a45afb102390149b799f1bd55946b75220acbbb1c672a85d456d4fd11,PROGRAM_CODE
block-0624,12,Preventing SSRF,chapters/12-security.qmd,1296,javascript,async function safeFetch(userUrl) {,},38,33b318dfe4dfda00385b5063a441fc66d16730a62a8417274e671bd6364c3a4f,PROGRAM_CODE
block-0625,12,Validation Strategies,chapters/12-security.qmd,1351,javascript,// Only allow alphanumeric characters and limited punctuation,},6,efa776a439572688a4eb1e2aee6fe43448291af2c29878ab544005dbc6bd1d5c,PROGRAM_CODE
block-0626,12,Validation Strategies,chapters/12-security.qmd,1362,javascript,// WEAK: Block <script> tags,"// Bypass: <SCRIPT>, <scr<script>ipt>, <script , etc.",5,e73d54d10be466972fc76833a54050ffa13a80a9d65485ac8b20f4224d63904f,PROGRAM_CODE
block-0627,12,Validation Strategies,chapters/12-security.qmd,1372,javascript,"// Convert to expected type, reject if conversion fails",},5,796f03acf3363ff5a940afc19ec4568a53a85b6be8e6c418ea4fbec7bdc35ac3,PROGRAM_CODE
block-0628,12,Validation Strategies,chapters/12-security.qmd,1382,javascript,// Age must be reasonable,},9,41f9c717211a004b2471e2bca83d7386fb93597183f42405163a2540d8f2e52b,PROGRAM_CODE
block-0629,12,Comprehensive Validation with Joi,chapters/12-security.qmd,1398,javascript,const Joi = require('joi');,};,33,1aa49f7a80dd18b2485796257090da2bc0ec0af9979ea3a23a4d07d4148200aa,PROGRAM_CODE
block-0630,12,Comprehensive Validation with Joi,chapters/12-security.qmd,1438,javascript,function validate(schemaName) {,"app.post('/api/tasks', authenticate, validate('taskCreate'), createTask);",27,29a428f00e279c939da63b1c3992d9f500d5d75196bca760cb57e7363d1cbb3b,PROGRAM_CODE
block-0631,12,Output Encoding,chapters/12-security.qmd,1476,javascript,const he = require('he');,// Instead of executing the script,11,c626e2b2bdb9aeb3494ffdef086608499667b7b0fb8d2b10f546ffa9e7cab20d,PROGRAM_CODE
block-0632,12,Output Encoding,chapters/12-security.qmd,1492,jsx,// SAFE: React automatically encodes,<div dangerouslySetInnerHTML={{__html: userComment}} />,5,19822d95ac54276f28114958d91f112ee3c6fa9f7d722fb39f17187eebc89600,PROGRAM_CODE
block-0633,12,Output Encoding,chapters/12-security.qmd,1502,javascript,const DOMPurify = require('dompurify');,});,11,0cd7330e964473275383eb3865aff0ab0ec54022a2294b3f4721b655446578f3,PROGRAM_CODE
block-0634,12,Content Security Policy,chapters/12-security.qmd,1528,http,Content-Security-Policy:,frame-ancestors 'none';,7,9e9b747f4acc355fa67b9941a0040e1021c0773878bb8958c0fd8fae5d6e3229,PLAIN_VERBATIM
block-0635,12,Content Security Policy,chapters/12-security.qmd,1554,html,<!-- VIOLATES CSP: Inline event handler -->,"<script src=""/js/handlers.js""></script>",6,6cc20f75e4df7f061375af285f36e143e5bb7373e95adb267d6f433cd9f5c98b,PLAIN_VERBATIM
block-0636,12,Content Security Policy,chapters/12-security.qmd,1565,http,Content-Security-Policy-Report-Only: default-src 'self'; report-uri /csp-report,Content-Security-Policy-Report-Only: default-src 'self'; report-uri /csp-report,1,f69bb6db7762dd4ba8a630f93c8a9c1c0188d56cb2313b5279ff274c4f0d848b,PLAIN_VERBATIM
block-0637,12,Other Essential Headers,chapters/12-security.qmd,1575,http,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,1,9e72ab74a65c20b9bf57a0957a2ceb5fc07ea936f1ed92467929b2a1bd5e9696,PLAIN_VERBATIM
block-0638,12,Other Essential Headers,chapters/12-security.qmd,1583,http,X-Content-Type-Options: nosniff,X-Content-Type-Options: nosniff,1,38f8b78857a9fa6dde973cb9fb80761b979264773e8c0d97b73aed9839a95ad4,PLAIN_VERBATIM
block-0639,12,Other Essential Headers,chapters/12-security.qmd,1591,http,X-Frame-Options: DENY,X-Frame-Options: DENY,1,89b9e2d95d240f85848fe4a39daa288eef1abc00212a7893207146653808b7c4,PLAIN_VERBATIM
block-0640,12,Other Essential Headers,chapters/12-security.qmd,1597,http,Referrer-Policy: strict-origin-when-cross-origin,Referrer-Policy: strict-origin-when-cross-origin,1,3004a2103bbabb290246b50efdc0941530b02c1f4b28b9c0a2d1ebdcb410e2eb,PLAIN_VERBATIM
block-0641,12,Integrating Security Testing into CI/CD,chapters/12-security.qmd,1629,yaml,# .github/workflows/security.yml,- run: npm run test:security,35,e76a2aebb25d35036eb4e135b2e7ef6e5f4194b48efb8a86c269808125d04eb8,CONFIGURATION
block-0642,12,Writing Security Tests,chapters/12-security.qmd,1673,javascript,"describe('Authentication Security', () => {",});,68,2d9fe5f2100701ed514e295af319005f489cfaba3d0fe3e4b6040b2e9cc000eb,PROGRAM_CODE
block-0643,12,Incident Response Phases,chapters/12-security.qmd,1756,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,46,753c2e86d3178ba03faac315a5d832d3dd46046acf5e27678f162c84e0a7f421,ASCII_DIAGRAM
block-0644,13,Types of Software Maintenance,chapters/13-maintenance-evolution.qmd,31,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,34,93b1236e7946d594bec172d4bf6431efb755a40dec8f9ce7da7a340e68fc011f,ASCII_DIAGRAM
block-0645,13,Sources of Technical Debt,chapters/13-maintenance-evolution.qmd,138,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,26,81a7fb899a0284d3a06d78d1c1da4723643fe8638b2b836123224464e67adff2,ASCII_DIAGRAM
block-0646,13,The Interest Payments,chapters/13-maintenance-evolution.qmd,199,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,30,a37132658da42a04dc0f247344abdf4b9cd4df8567a9636c4108bf3d76f2ecbd,ASCII_DIAGRAM
block-0647,13,Managing Technical Debt,chapters/13-maintenance-evolution.qmd,240,javascript,// TODO(tech-debt): This function has O(n²) complexity due to nested loops.,},16,2d89490aa07b7c1164aa07f36f00b8a75391420898761111ac332c7c0b4e01a2,PROGRAM_CODE
block-0648,13,Extract Function,chapters/13-maintenance-evolution.qmd,316,javascript,function processOrder(order) {,},59,bc7ee4a1058e3e245bd0944eae506404758a0da03850bdc9989c10d5350b2759,PROGRAM_CODE
block-0649,13,Extract Function,chapters/13-maintenance-evolution.qmd,382,javascript,function processOrder(order) {,},88,4f254a163e052d2071f06e201c0165886e47fd67d13e6e440b2e77bc8568a95f,PROGRAM_CODE
block-0650,13,Replace Conditional with Polymorphism,chapters/13-maintenance-evolution.qmd,483,javascript,function calculateShippingCost(shipment) {,// Adding a new shipment type requires modifying every function,43,6541681a8c7a826b8f12ffff4b58a7b2f9d28f5b0b77f77ff53313c1c346cf46,PROGRAM_CODE
block-0651,13,Replace Conditional with Polymorphism,chapters/13-maintenance-evolution.qmd,533,javascript,// Base class defines the interface,},84,21d06515424206e465eb95f0a5179e226ef4727ca8d95a91ea52452ac34fba27,PROGRAM_CODE
block-0652,13,Introduce Parameter Object,chapters/13-maintenance-evolution.qmd,630,javascript,"function createEvent(title, description, startDate, startTime, endDate, endTime,",},26,4319e601aba76f83ecfbf2c8e0cd1672f096234b5e7a591007c0492391b87630,PROGRAM_CODE
block-0653,13,Introduce Parameter Object,chapters/13-maintenance-evolution.qmd,663,javascript,// Time range as a distinct concept,},87,57a3fe7c1069c7cd344cb8857f671ac5d2385e58cd6d5cf4619ae71f3b0aa0d0,PROGRAM_CODE
block-0654,13,Strategies for Legacy Evolution,chapters/13-maintenance-evolution.qmd,797,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,33,475926edad8cfd38053ecf2f7c06487d593cad7e0612569d01aa0224a72e9719,ASCII_DIAGRAM
block-0655,13,Strategies for Legacy Evolution,chapters/13-maintenance-evolution.qmd,846,javascript,// Step 1: Identify the component to replace,},66,af9cb026988f7569f09220c154c440a2c49300e73f6516f2671d9332f1e2f04b,PROGRAM_CODE
block-0656,13,Strategies for Legacy Evolution,chapters/13-maintenance-evolution.qmd,919,javascript,// Characterization test process:,});,53,d1ea4ab5416a88df384e0026b72941711e9d6ce38f0aff6c1d82ff24f39514fa,PROGRAM_CODE
block-0657,13,Managing Risk During Legacy Evolution,chapters/13-maintenance-evolution.qmd,983,javascript,async function processWithComparison(input) {,},24,7c0ffdb2f17ee0f05ab07439710dcca0f003182261cbef99123c61b695666ff1,PROGRAM_CODE
block-0658,13,Types of Documentation,chapters/13-maintenance-evolution.qmd,1028,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,30,876c29302088a2bef5152f0c022ecd0c9d9f20a08ca0b3c09574e9efaae8c84c,ASCII_DIAGRAM
block-0659,13,Architectural Decision Records,chapters/13-maintenance-evolution.qmd,1069,markdown,# ADR 0012: Use PostgreSQL as Primary Database,- ADR 0018: Implement Redis caching layer,61,84cea879d8e6ebbe7dc44772abb39f0634d2a3f580cb211d9a8495e0cc5592b8,PLAIN_VERBATIM
block-0660,13,Code Comments,chapters/13-maintenance-evolution.qmd,1141,javascript,// Bad: Restates the obvious,"await sendSmsNotification(user);  // Comment says email, code sends SMS",16,971e50b176a8923af759679eb51e4f5231d37890f9854c90401679e98253ac36,PROGRAM_CODE
block-0661,13,Code Comments,chapters/13-maintenance-evolution.qmd,1162,javascript,"// Good: Explains why, not what",const processedEventIds = new Set();,35,1b483ba33da95801b828129af3fbf3158aaa1e5e9e336986d4721881ea7b7b5b,PROGRAM_CODE
