chapter,source_line,section,claim,reason,status
12,98,Case Study: Anthropic's Constitutional AI in Practice,"Anthropic developed Constitutional AI specifically to address a scaling problem with pure RLHF: producing enough high-quality human feedback to cover the enormous range of situations a deployed model actually encounters is expensive and, past a certain point, genuinely difficult to scale reliably. Constitutional AI's core move, training a model to critique and revise its own outputs against a written set of principles, reduces that dependency while making the model's actual guiding principles a document you can read and evaluate, rather than an implicit pattern buried entirely inside thousands of individual human judgments.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
12,100,Case Study: Anthropic's Constitutional AI in Practice,"The instructive part for your own design thinking is the underlying idea, not the specific implementation: explicit, written principles that a system (or a person) can check its own output against scale better than relying purely on catching every bad case after the fact. That's directly the same logic behind writing a clear rubric for the human evaluation in your Chapter 10 Evaluation Plan, and it's worth carrying into your Chapter 12 milestone too, a red-team review grounded in explicit, named risks is more useful than one grounded in a vague sense that ""something could go wrong.""","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
12,105,Discussion Questions,"2. Constitutional AI reduces reliance on case-by-case human feedback. What are the risks of that approach, compared to RLHF's more direct grounding in human judgment?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
12,106,Discussion Questions,"3. As AI systems become more capable, scalable oversight proposes using AI to help evaluate AI. Is this a reasonable partial solution, or does it just relocate the alignment problem rather than solving it?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
12,120,Key Takeaways,- The alignment problem is fundamentally about the difficulty of specifying human intent precisely enough that a capable system can't satisfy the letter of an objective while violating its spirit.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
12,121,Key Takeaways,"- RLHF and Constitutional AI are the two dominant approaches to shaping model behavior after pre-training, both substantially reduce, but don't eliminate, misaligned behavior.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
12,125,Key Takeaways,"- Alignment gets harder, not easier, as systems gain capability and autonomy, exactly the trajectory Chapter 5's agents represent.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
12,129,Practice,"- In two or three sentences, explain the difference between RLHF and Constitutional AI to someone unfamiliar with either.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
12,130,Practice,"- Attempt one jailbreak-style prompt against an AI system you have access to (staying within that system's terms of service), and reflect on what it reveals about how safety training actually works, or doesn't, in that specific case.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
12,137,Project Milestone: Red-Team Review,2. **Domain-specific alignment risk**: One concrete way your assistant's implicit objectives could conflict with accuracy or honesty in your specific domain.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
12,140,Project Milestone: Red-Team Review,*End of Chapter 12. Chapter 13 turns from the technical alignment work covered here to the applied ethical and societal questions of deploying AI responsibly.*,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,9,Introduction,"A healthcare AI system saves clinicians real time, until a systematic bias in its recommendations is discovered, quietly affecting thousands of patients across months of routine use before anyone catches it. Nothing about the system's engineering was sloppy; it performed exactly as it was optimized to perform. The technical success and the ethical failure happened in the same system, at the same time, which is precisely the point: good engineering and responsible AI are not the same achievement, and a project can score highly on one while quietly failing the other.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,11,Introduction,"This chapter is where Chapter 1's opening ethical questions, who creates the training data, who benefits, who's responsible when something goes wrong, become concrete, practical design work rather than open discussion prompts. Chapter 12 covered the technical machinery of alignment, how a model is trained to behave safely in the first place. This chapter asks the applied question that sits on top of that machinery: given a model that's been aligned as well as current techniques allow, what does it actually take to deploy it responsibly, and who's accountable when that deployment falls short?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,18,Learning Outcomes,- Apply bias detection and mitigation strategies appropriate to a given AI system,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,28,Key Terminologies and Concepts,"| **Algorithmic Bias** | Systematic, unfair discrimination produced by an AI system's data, design, or deployment | A hiring tool that consistently ranks certain demographic groups lower for reasons unrelated to job performance |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,37,Key Terminologies and Concepts,"| **Responsible AI** | The practice of developing and deploying AI systems with deliberate attention to safety, fairness, and accountability | An organizational commitment that shapes process, not just a checklist applied at the end |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,47,13.1 The Responsibility Landscape,"Responsibility for managing these risks isn't concentrated in one role. **Individual developers** are responsible for following ethical practices, testing for bias and edge cases, and documenting real limitations rather than glossing over them. **Organizations** are responsible for establishing real review processes, providing training, and building genuine accountability mechanisms, not just a policy document nobody consults. **Industry and society** carry responsibility too: sharing best practices across organizational boundaries, supporting safety research, and engaging honestly with policymakers, the institutional side of the governance questions Chapter 14 covers in depth.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,51,13.2 Bias Detection and Mitigation,"Bias enters an AI system from several distinct sources, and mitigating it well requires knowing which source you're actually dealing with. **Training data bias** reflects historical discrimination baked into the data itself, underrepresentation of certain groups, or labeling bias from annotators carrying their own unconscious assumptions. **Algorithmic bias** can emerge even from unbiased data, through architectures, feature choices, or optimization objectives that inadvertently disadvantage certain groups, sometimes compounding through feedback loops that amplify a small initial bias over time. **Deployment bias** shows up after the model is built: different access patterns, uneven quality of service across contexts, or a mismatch between who the system was trained on and who actually uses it.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,53,13.2 Bias Detection and Mitigation,"Detecting bias systematically means testing for it deliberately rather than hoping it doesn't exist. **Demographic parity testing** checks whether a system's positive outcomes are distributed similarly across groups; conceptually, this means comparing outcome rates by group and flagging a meaningful gap:","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,65,13.2 Bias Detection and Mitigation,"Mitigation can happen at three different stages, and the right stage depends on where the bias actually enters: **pre-processing** approaches rebalance or augment training data before a model ever sees it; **in-processing** approaches build fairness constraints directly into training, sometimes through adversarial debiasing techniques; **post-processing** approaches adjust a trained model's outputs, threshold adjustment or calibration, without retraining it at all. None of these is universally correct, the right choice depends on where in the pipeline you actually have the leverage to intervene.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,77,13.4 Content Moderation and Safety,"Content moderation grows more complex with every modality a system handles, a theme Chapter 9's multimodal discussion already previewed. Text moderation looks for hate speech, misinformation, and PII exposure; image moderation adds violent or disturbing imagery and manipulated media detection; audio moderation adds harmful speech content and voice-cloning detection, each modality bringing its own detection challenge, and content that combines modalities in a way no single-modality filter would catch on its own.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,89,13.4 Content Moderation and Safety,"Automated moderation should never be the entire system. **Human-in-the-loop review**, the same design principle from Chapter 5's agent safety discussion, handles the escalations, appeals, and genuinely ambiguous edge cases that need judgment an automated filter can't reliably supply, and feeds real cases back into improving the automated layer over time.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,93,13.5 Explainability and Transparency,"As AI decisions carry real consequences, the ability to explain and justify them becomes a matter of trust and accountability, not a nice-to-have feature. **Global explainability** documents how a system works overall, its architecture, training process, known limitations, and bias testing results. **Local explainability** addresses one specific decision: why this particular output, for this particular input. **Counterfactual explainability** goes a step further, explaining not just why a decision was made but what would need to change for a different outcome, ""the loan was declined because of X; increasing X by this amount would change the outcome"", genuinely actionable information for the person affected, not just a technical justification.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,95,13.5 Explainability and Transparency,"Established techniques support these levels of explanation. Model-agnostic approaches like **LIME** and **SHAP** identify which specific input features most influenced a given output, working across different model types and providing both local (single-decision) and global (overall pattern) explanations. For transformer-based models specifically, **attention visualization**, examining which parts of an input a model weighted heavily, the same attention mechanism from Chapter 2, offers a rough, imperfect window into what the model focused on, worth the same caution as the chain-of-thought caveat from Chapter 12: what a model attended to and why it produced a given output are related but not identical questions.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,105,Connecting to Your Project: An Ethics & Fairness Review,"**Name one concrete bias risk.** Given your domain and your Chapter 8 literature review, where could bias plausibly enter, training data, deployment context, or the domain's own historical patterns?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,113,Case Study: How Microsoft Developed Responsible AI Practices,"Microsoft's Responsible AI program, developed over several years and multiple public revisions, illustrates a pattern worth learning from directly: responsible AI practice isn't a document you write once, it's infrastructure, review boards, impact assessments required before certain kinds of AI deployment, published principles that are revised as the company's own understanding and the technology itself evolve, and, notably, publicly documented cases where the company chose not to deploy a capability it had already built, because an internal review concluded the risk wasn't adequately addressed yet.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,115,Case Study: How Microsoft Developed Responsible AI Practices,"That last detail is the most instructive part for your own project work: a responsible AI practice that never says no to anything isn't actually functioning as a check on anything, it's a formality. The genuine test of your own Ethics & Fairness Review this week isn't whether you can produce a document defending your current design, it's whether working through the exercise honestly might lead you to change something about it.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,119,Discussion Questions,"1. When an AI system reflects biases present in the society and data it learned from, is the AI itself ""at fault,"" and what does that distinction actually change about who's obligated to fix it?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,135,Key Takeaways,"- Bias enters through training data, algorithms, and deployment context separately; mitigation needs to target the actual source, not just the symptom.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,148,Project Milestone: Ethics & Fairness Review,"This week, add an **Ethics & Fairness Review** to your project portfolio:","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,151,Project Milestone: Ethics & Fairness Review,"2. **Bias risk**: One concrete, domain-specific bias risk and where in your pipeline it could enter.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
13,155,Project Milestone: Ethics & Fairness Review,*End of Chapter 13. Chapter 14 turns from ethical practice to the legal and regulatory frameworks that increasingly require it.*,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,9,Introduction,"Your assistant works well, tests cleanly, and passes its Chapter 13 ethics review. Is it legal to deploy? That's a genuinely different question, and one this book has deliberately saved for its own chapter rather than folding it into Chapter 13's ethics discussion, because ""ethical"" and ""compliant"" are related but not identical, a system can be one without being the other, and a practitioner needs to be able to reason about both.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,11,Introduction,"This chapter covers the legal and regulatory landscape a real AI deployment has to navigate: the emerging body of AI-specific regulation, the older bodies of law (copyright, liability) that AI has forced into new and unsettled territory, and the organizational governance structures that turn legal obligations into actual practice. None of this is settled law in the way, say, contract law is settled; you're studying a genuinely moving target, which is exactly why this chapter emphasizes the shape of the landscape and how to navigate it, rather than a fixed set of rules to memorize.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,17,Learning Outcomes,- Describe the major AI-specific regulatory frameworks currently in effect or emerging,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,18,Learning Outcomes,"- Explain how existing law, copyright and liability especially, is being applied, and contested, in AI contexts","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,19,Learning Outcomes,- Identify which regulations plausibly apply to a given AI system based on its domain and deployment,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,20,Learning Outcomes,- Design basic organizational governance structures for responsible AI deployment,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,21,Learning Outcomes,- Navigate genuine regulatory uncertainty without either ignoring it or being paralyzed by it,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,27,Key Terminologies and Concepts,"| **EU AI Act** | The European Union's comprehensive AI regulation, classifying systems by risk level | A risk-based framework imposing different obligations on low-risk versus high-risk AI systems |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,28,Key Terminologies and Concepts,"| **GDPR** | The EU's data protection regulation, with specific provisions affecting automated decision-making | The right to an explanation for certain automated decisions affecting an individual |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,29,Key Terminologies and Concepts,"| **Risk-Based Classification** | Regulating AI systems differently based on their potential for harm, rather than uniformly | A resume-screening tool faces stricter requirements than a spam filter |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,30,Key Terminologies and Concepts,| **Algorithmic Accountability** | Legal and regulatory requirements that organizations be answerable for their AI systems' effects | Bias-auditing requirements in certain jurisdictions or sectors |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,33,Key Terminologies and Concepts,| **Data Residency** | Legal requirements that certain data be stored or processed within specific geographic boundaries | A regulation requiring healthcare data to remain within the country where it was collected |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,34,Key Terminologies and Concepts,| **Conformity Assessment** | A formal process verifying that a system meets required regulatory standards before deployment | Required for certain high-risk AI systems under the EU AI Act |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,35,Key Terminologies and Concepts,"| **AI Governance** | The organizational structures, policies, and processes that operationalize legal and ethical obligations | An AI ethics review board with authority to block a risky deployment |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,41,14.1 The Regulatory Landscape,"AI regulation is being written in real time, across multiple jurisdictions simultaneously, with real differences in approach, which means ""is this legal"" often depends heavily on where your system operates and who it affects, not a single global answer.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,43,14.1 The Regulatory Landscape,"The **EU AI Act** takes a risk-based approach: AI systems are classified by their potential for harm, with correspondingly different obligations. Certain practices are prohibited outright (manipulative techniques that exploit vulnerabilities, for instance); high-risk systems, those affecting employment, credit, law enforcement, or similar consequential domains, face requirements including conformity assessments and detailed documentation; lower-risk systems face lighter transparency obligations, and the lowest-risk tier faces essentially none. This tiered structure is worth understanding even if you're not building for the EU specifically, because it's become an influential template other jurisdictions are drawing from.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,47,14.1 The Regulatory Landscape,"**US regulation** is more fragmented: sector-specific rules (finance, healthcare, employment each carry their own established regulatory bodies now grappling with AI), state-level algorithmic accountability laws, consumer protection law being applied to AI systems by analogy, and executive-branch guidance that shifts with administrations, a genuinely less unified picture than the EU's, and one that requires checking the specific sector and state your project would operate in rather than assuming a single federal standard.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,49,14.1 The Regulatory Landscape,"**Industry standards**, ISO/IEC frameworks for AI systems, IEEE standards for ethical design, and sector-specific professional codes of conduct, aren't legally binding in the way government regulation is, but they increasingly function as the practical benchmark regulators and courts point to when evaluating whether an organization exercised reasonable care.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,53,14.2 Copyright and Training Data,"Whether training an AI model on copyrighted material constitutes infringement is, at the time of this writing, genuinely unsettled law, actively being litigated across multiple cases and jurisdictions, with real arguments on more than one side rather than an obvious answer either way.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,55,14.2 Copyright and Training Data,"The argument for permissibility typically rests on some version of fair use (in US law) or a similar exception: training extracts statistical patterns rather than reproducing specific expression, the argument goes, similar in kind to how a human writer's reading informs their later original work without each influence constituting infringement. The argument against rests on the sheer scale and commercial nature of the copying involved, and on the observation that a model can, in some documented cases, reproduce recognizable fragments of specific training text, which looks considerably less like ""learning from"" and more like ""copying,"" at least in those instances.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,57,14.2 Copyright and Training Data,"This matters directly for your own project work in two ways. First, if your project involves fine-tuning, covered in Chapter 7, on any copyrighted corpus, the same unsettled questions apply to your training data as apply to a frontier lab's, at a different scale but not a different kind. Second, if your assistant generates content resembling a specific author's or artist's style, the question of whether that output itself carries any legal risk is a live one, not obviously resolved by ""the model just learned a general style,"" particularly if the output is used commercially.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,61,14.3 Liability: Who's Responsible When AI Causes Harm,"When an AI system's output causes real harm, a bad medical suggestion acted on, a biased hiring recommendation followed, a hallucinated legal citation relied on in court, existing liability frameworks (built around human decision-makers and more predictable software) don't map cleanly onto the situation, and this is an active area of legal development rather than settled doctrine.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,63,14.3 Liability: Who's Responsible When AI Causes Harm,"Several parties could plausibly bear responsibility, and the honest answer is that it often depends on specifics current law hasn't fully resolved: the **model developer**, whose training choices shaped the system's behavior; the **deploying organization**, who chose to put the system in front of users for this specific purpose; and the **end user**, who acted on the output, particularly if they had reason to know it required verification. A useful, if imperfect, analogy is professional malpractice law: a doctor using a diagnostic tool that gives a wrong suggestion is generally still expected to exercise independent judgment, and doesn't get to point entirely at the tool, but the tool's manufacturer isn't necessarily absolved either if the tool was negligently designed or marketed. AI liability law is, in large part, working out how much of that existing structure transfers and how much needs genuinely new doctrine.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,65,14.3 Liability: Who's Responsible When AI Causes Harm,"For your own project, this connects directly to a decision from Chapter 5's agent safety discussion: the human-in-the-loop spectrum isn't just a safety design choice, it's also, practically, a liability-allocation choice. A fully autonomous action shifts more of the practical and legal weight toward the system's designers; a suggest-and-confirm design keeps a human's independent judgment clearly in the loop, which matters both ethically and, potentially, legally.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,69,14.4 Organizational AI Governance,"Legal and regulatory obligations only matter in practice if an organization has real structures that turn them into action, not just a policy document nobody consults.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,71,14.4 Organizational AI Governance,"**AI ethics committees or review boards**, drawing directly on the responsibility framework from Chapter 13, provide cross-functional review of AI projects before and during deployment, ideally with genuine authority to delay or block a deployment when a review surfaces real risk, the same test the Chapter 13 Microsoft case study emphasized. **Risk management frameworks** formalize the process of identifying, assessing, and mitigating risk systematically, rather than relying on whoever happens to notice a problem first. **Documentation requirements**, records of training data provenance, model validation procedures, and deployment monitoring, serve two purposes at once: they support the explainability and accountability goals from Chapter 13, and they're increasingly what a regulator or court will actually ask to see if something goes wrong.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,79,Connecting to Your Project: A Compliance Checklist,"Rather than a generic regulatory overview, produce a checklist specific to your project's actual domain and deployment.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,81,Connecting to Your Project: A Compliance Checklist,"**Identify your applicable regulations.** Given your domain (from Chapter 1) and your users' likely location, which frameworks from section 14.1 plausibly apply? Not every project touches the EU AI Act's high-risk tier or GDPR, say so explicitly if yours doesn't, and explain why.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,85,Connecting to Your Project: A Compliance Checklist,"**Address copyright, if relevant.** If your Chapter 7 customization decision involved fine-tuning on a specific corpus, or if your assistant generates content in a recognizable style, name the consideration explicitly, even if your answer is ""this needs legal review beyond what this course covers,"" which is itself an honest, correct answer for a real project.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,91,"Case Study: A Legal Research Assistant at 50,000 Documents","Consider, concretely, a firm building a RAG-based legal research assistant (the Chapter 6 case study's Glean example, applied to a domain where the stakes of an error are especially high) searching across 50,000 case files and statutes, with an explicit requirement that its outputs be trustworthy enough for a lawyer to actually rely on in preparing a filing.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,93,"Case Study: A Legal Research Assistant at 50,000 Documents","Working through this scenario surfaces nearly every idea from this chapter at once. **Regulatory**: legal-sector-specific rules about the practice of law and professional responsibility interact with general AI regulation in ways that vary significantly by jurisdiction. **Copyright**: case law and statutes are generally public, but secondary legal commentary and analysis often aren't, and training or retrieving from the latter raises the section 14.2 questions directly. **Liability**: if the assistant hallucinates a citation (the Chapter 1 hallucination risk, at maximum real-world stakes) and a lawyer relies on it without independent verification, section 14.3's liability question isn't hypothetical, it's exactly the scenario current courts are actively working through in real malpractice and sanctions proceedings. **Governance**: a firm deploying this system would need real documentation, a real review process, and a real policy on independent verification, not an informal understanding.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,95,"Case Study: A Legal Research Assistant at 50,000 Documents","The instructive takeaway isn't that legal AI is uniquely risky, it's that this chapter's four sections are rarely independent in a real deployment; they interact, and a compliance checklist that addresses them one at a time without noticing the interactions misses exactly the risks that matter most.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,99,Discussion Questions,"1. Should AI regulation be primarily risk-based (as the EU AI Act attempts), or should it apply more uniform rules regardless of application? What are the trade-offs of each approach?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,101,Discussion Questions,"3. Given how unevenly AI liability law has developed across jurisdictions, how should a practitioner building a genuinely global product navigate legal uncertainty responsibly, rather than either ignoring it or being paralyzed by it?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,114,Key Takeaways,"- ""Ethical"" and ""legally compliant"" are related but distinct; a responsible system still needs to be checked against both separately.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,115,Key Takeaways,"- AI regulation varies significantly by jurisdiction, and a global product needs to navigate multiple frameworks, not assume one standard applies everywhere.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,116,Key Takeaways,"- Copyright's application to AI training data remains genuinely unsettled law, worth tracking rather than assuming resolved in either direction.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,118,Key Takeaways,"- The human-in-the-loop design choices from Chapter 5 aren't just a safety decision, they're also, practically, a liability-allocation decision.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,119,Key Takeaways,"- Real governance requires structures with actual authority to block a risky deployment, not a policy document nobody consults.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,123,Practice,"- For your project's domain, name one regulation from section 14.1 that clearly does or clearly doesn't apply, and explain your reasoning.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,124,Practice,"- In two sentences, explain to a non-lawyer why AI liability is harder to assign than liability for a traditional software bug.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
14,130,Project Milestone: Compliance Checklist,"1. **Applicable regulations**: Which frameworks from section 14.1 plausibly apply to your project, and which clearly don't, with reasoning for both.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,9,Introduction,"You've now designed every layer of an AI-powered research assistant: model selection, prompting, integration, agentic capability, retrieval, customization, evaluation, optimization, safety, ethics, and legal compliance. Fourteen chapters of design work, and not one line of it has actually reached a real user yet. This chapter closes that final gap, and then does something no other chapter has done: it looks past the edge of what this book can teach you, at where the field is actually headed next.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,11,Introduction,"These are two different kinds of ""last chapter"" material, deliberately combined into one. Deployment is about finishing what you started: taking a fully designed system and reasoning through what it actually takes to put it in front of real users reliably. The Frontier section that follows is about something else entirely: naming, honestly, what's unsettled, emerging, or actively debated in this field right now, so that your education doesn't quietly end at this book's last page but continues past it, using the research literacy skills from Chapter 8.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,17,Learning Outcomes,- Describe the architectural patterns that support reliable AI deployment at scale,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,18,Learning Outcomes,"- Compare deployment strategies (blue-green, canary, feature flags) and their risk profiles","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,27,Key Terminologies and Concepts,"| **Microservices Architecture** | Breaking a system into independently deployable, specialized services | Separate services for model inference, retrieval, and monitoring |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,28,Key Terminologies and Concepts,"| **Blue-Green Deployment** | Maintaining two identical production environments and switching traffic between them | Instant cutover to a new version, with instant rollback if problems appear |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,29,Key Terminologies and Concepts,| **Canary Deployment** | Gradually rolling out a change to a small percentage of traffic before a full release | Testing a new prompt version on 5% of users before expanding to everyone |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,30,Key Terminologies and Concepts,| **Feature Flags** | Configuration switches that enable or disable functionality without a new code deployment | Instantly disabling a problematic feature without waiting for a rebuild |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,31,Key Terminologies and Concepts,| **CI/CD (Continuous Integration/Continuous Deployment)** | Automated pipelines that test and deploy changes systematically | Automated tests running on every proposed change before it reaches production |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,33,Key Terminologies and Concepts,"| **Model Lifecycle Management** | The ongoing practice of monitoring, updating, and eventually retiring AI models | Deciding when a deployed model needs retraining or replacement |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,41,15.1 Production Architecture,"A system designed for reliable production use looks different from a working prototype, even when both implement the same core logic. **Microservices architecture** breaks an AI system into independently deployable pieces, an API gateway, model-serving, data processing, storage, and monitoring, each scaled and updated separately rather than as one monolithic block. This buys real benefits: independent scaling of whichever component is under the most load, isolated testing and deployment of individual capabilities, and fault isolation, so one component's failure doesn't necessarily take down the whole system.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,47,15.2 Deployment Strategies,"How a change actually reaches users matters as much as what the change is. **Blue-green deployment** keeps two complete, identical environments, current production and a new version, and switches traffic between them in a single instant cutover, with an equally instant rollback available if something goes wrong. **Canary deployment** takes a more gradual approach: expose a new version to a small percentage of real traffic first, watch the metrics that matter (error rate, latency, and, for an AI system specifically, quality signals from your Chapter 10 evaluation plan), and only expand further if those metrics hold up, rolling back automatically if they don't.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,49,15.2 Deployment Strategies,"**Feature flags** decouple deployment from release entirely: new functionality can be shipped into production dark, disabled by default, then enabled for specific user segments or gradually rolled out, all through configuration rather than a new code deployment, which makes both gradual rollout and instant rollback dramatically less risky operations.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,51,15.2 Deployment Strategies,"A **CI/CD pipeline** automates the testing and deployment of changes systematically: unit and integration tests, but for an AI system specifically, this should also mean automated checks against your Chapter 10 evaluation suite and your Chapter 12 safety red-team cases, not just traditional software tests, catching a quality or safety regression before it ever reaches a real user, the same discipline as Chapter 10's regression testing, now automated into the deployment process itself rather than run manually.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,55,15.3 Monitoring and Observability,"Chapter 10 introduced production monitoring from an evaluation angle; this section is about the operational infrastructure that makes it possible. Monitoring for a deployed AI system spans three distinct dimensions, and a mature deployment tracks all three, not just the easiest one to measure. **Technical metrics** cover the infrastructure itself: system resource utilization, response times, error rates. **AI-specific metrics** cover what's unique to this kind of system: inference latency, cache hit rate, token usage and cost, and the quality signals from your evaluation plan. **Business metrics** cover whether any of this is actually working for real users: engagement, task completion, and, ultimately, whether the system is delivering the value it was designed for in the first place.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
15,67,15.5 Maintenance and Long-Term Evolution,"A deployed system needs ongoing care that's easy to underestimate from the design phase. **Model lifecycle management** means tracking a deployed model's performance over time (which can genuinely drift as real-world usage patterns shift away from what training or evaluation anticipated), planning retraining or replacement on a deliberate schedule rather than reactively, and having an actual plan for retiring an outdated model and migrating users, not just launching new versions indefinitely alongside old ones.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
