chapter,source_line,section,claim,reason,status,phase_0_status,review_id,classification,verification_date,primary_source,source_keys,current_source_line,current_excerpt,correction,notes,resolution
14,114,Key Takeaways,"- ""Ethical"" and ""legally compliant"" are related but distinct; a responsible system still needs to be checked against both separately.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-469,CITATION_REQUIRED,2026-09-18,https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf ; https://eur-lex.europa.eu/eli/dir/2019/790/oj/eng ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng,bartz;eucopyright;gdpr,116,"- ""Ethical"" and ""legally compliant"" are related but distinct; a responsible system still needs to be checked against both separately.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
14,115,Key Takeaways,"- AI regulation varies significantly by jurisdiction, and a global product needs to navigate multiple frameworks, not assume one standard applies everywhere.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-470,CITATION_REQUIRED,2026-09-18,https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf ; https://eur-lex.europa.eu/eli/dir/2019/790/oj/eng ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng,bartz;eucopyright;gdpr,117,"- AI regulation varies significantly by jurisdiction, and a global product needs to navigate multiple frameworks, not assume one standard applies everywhere.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
14,116,Key Takeaways,"- Copyright's application to AI training data remains genuinely unsettled law, worth tracking rather than assuming resolved in either direction.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-471,CITATION_REQUIRED,2026-09-18,https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf ; https://eur-lex.europa.eu/eli/dir/2019/790/oj/eng ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng ; https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng ; https://www.nyc.gov/site/dca/about/automated-employment-decision-tools.page,bartz;eucopyright;gdpr;aiact;nycaedt,118,"- US and EU, 2026-09-18: training-data rights depend on the use and legal regime; case-specific holdings and statutory exceptions do not create a universal exemption. [@bartz; @eucopyright]
- EU, 2026-09-18: GDPR Article 82 is one concrete liability provision; other harms require analysis under the applicable jurisdiction and legal cause of action. [@gdpr]
- Human-in-the-loop controls do not automatically transfer legal liability; distinguish operational responsibility from legal obligations. [@gdpr]","- US and EU, 2026-09-18: training-data rights depend on the use and legal regime; case-specific holdings and statutory exceptions do not create a universal exemption. [@bartz; @eucopyright]
- EU, 2026-09-18: GDPR Article 82 is one concrete liability provision; other harms require analysis under the applicable jurisdiction and legal cause of action. [@gdpr]
- Human-in-the-loop controls do not automatically transfer legal liability; distinguish operational responsibility from legal obligations. [@gdpr]","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Specify legal glossary and summary jurisdiction, date, source, and limits.",RESOLVED
14,118,Key Takeaways,"- The human-in-the-loop design choices from Chapter 5 aren't just a safety decision, they're also, practically, a liability-allocation decision.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-472,CITATION_REQUIRED,2026-09-18,https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf ; https://eur-lex.europa.eu/eli/dir/2019/790/oj/eng ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng,bartz;eucopyright;gdpr,118,"- US and EU, 2026-09-18: training-data rights depend on the use and legal regime; case-specific holdings and statutory exceptions do not create a universal exemption. [@bartz; @eucopyright]
- EU, 2026-09-18: GDPR Article 82 is one concrete liability provision; other harms require analysis under the applicable jurisdiction and legal cause of action. [@gdpr]
- Human-in-the-loop controls do not automatically transfer legal liability; distinguish operational responsibility from legal obligations. [@gdpr]","- US and EU, 2026-09-18: training-data rights depend on the use and legal regime; case-specific holdings and statutory exceptions do not create a universal exemption. [@bartz; @eucopyright]
- EU, 2026-09-18: GDPR Article 82 is one concrete liability provision; other harms require analysis under the applicable jurisdiction and legal cause of action. [@gdpr]
- Human-in-the-loop controls do not automatically transfer legal liability; distinguish operational responsibility from legal obligations. [@gdpr]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Repeated liability misconception,RESOLVED
14,119,Key Takeaways,"- Real governance requires structures with actual authority to block a risky deployment, not a policy document nobody consults.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-473,CITATION_REQUIRED,2026-09-18,https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf ; https://eur-lex.europa.eu/eli/dir/2019/790/oj/eng ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng,bartz;eucopyright;gdpr,121,"- Real governance requires structures with actual authority to block a risky deployment, not a policy document nobody consults.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
14,123,Practice,"- For your project's domain, name one regulation from section 14.1 that clearly does or clearly doesn't apply, and explain your reasoning.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-474,ILLUSTRATIVE,2026-09-18,,,125,"- For your project's domain, name one regulation from @sec-14-1 that clearly does or clearly doesn't apply, and explain your reasoning.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
14,124,Practice,"- In two sentences, explain to a non-lawyer why AI liability is harder to assign than liability for a traditional software bug.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-475,ILLUSTRATIVE,2026-09-18,,,126,"- In two sentences, explain to a non-lawyer why AI liability is harder to assign than liability for a traditional software bug.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
14,130,Project Milestone: Compliance Checklist,"1. **Applicable regulations**: Which frameworks from section 14.1 plausibly apply to your project, and which clearly don't, with reasoning for both.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-476,ILLUSTRATIVE,2026-09-18,,,132,"1. **Applicable regulations**: Which frameworks from @sec-14-1 plausibly apply to your project, and which clearly don't, with reasoning for both.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
15,9,Introduction,"You've now designed every layer of an AI-powered research assistant: model selection, prompting, integration, agentic capability, retrieval, customization, evaluation, optimization, safety, ethics, and legal compliance. Fourteen chapters of design work, and not one line of it has actually reached a real user yet. This chapter closes that final gap, and then does something no other chapter has done: it looks past the edge of what this book can teach you, at where the field is actually headed next.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-477,COMMON_KNOWLEDGE,2026-09-18,,,5,"You've now designed every layer of an AI-powered research assistant: model selection, prompting, integration, agentic capability, retrieval, customization, evaluation, optimization, safety, ethics, and legal compliance. Fourteen chapters of design work, and not one line of it has actually reached a real user yet. This chapter closes that final gap, and then does something no other chapter has done: it looks past the edge of what this book can teach you, at where the field is actually headed next.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
15,11,Introduction,"These are two different kinds of ""last chapter"" material, deliberately combined into one. Deployment is about finishing what you started: taking a fully designed system and reasoning through what it actually takes to put it in front of real users reliably. The Frontier section that follows is about something else entirely: naming, honestly, what's unsettled, emerging, or actively debated in this field right now, so that your education doesn't quietly end at this book's last page but continues past it, using the research literacy skills from Chapter 8.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-478,COMMON_KNOWLEDGE,2026-09-18,,,7,"These are two different kinds of ""last chapter"" material, deliberately combined into one. Deployment is about finishing what you started: taking a fully designed system and reasoning through what it actually takes to put it in front of real users reliably. The Frontier section that follows is about something else entirely: naming, honestly, what's unsettled, emerging, or actively debated in this field right now, so that your education doesn't quietly end at this book's last page but continues past it, using the research literacy skills from Chapter 8.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
15,17,Learning Outcomes,- Describe the architectural patterns that support reliable AI deployment at scale,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-479,ILLUSTRATIVE,2026-09-18,,,13,- Describe the architectural patterns that support reliable AI deployment at scale,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
15,18,Learning Outcomes,"- Compare deployment strategies (blue-green, canary, feature flags) and their risk profiles","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-480,ILLUSTRATIVE,2026-09-18,,,14,"- Compare deployment strategies (blue-green, canary, feature flags) and their risk profiles",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
15,27,Key Terminologies and Concepts,"| **Microservices Architecture** | Breaking a system into independently deployable, specialized services | Separate services for model inference, retrieval, and monitoring |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-481,COMMON_KNOWLEDGE,2026-09-18,,,23,"| **Microservices Architecture** | Breaking a system into independently deployable, specialized services | Separate services for model inference, retrieval, and monitoring |",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
15,28,Key Terminologies and Concepts,"| **Blue-Green Deployment** | Maintaining two identical production environments and switching traffic between them | Instant cutover to a new version, with instant rollback if problems appear |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-482,REMOVE_OR_GENERALIZE,2026-09-18,,,24,| **Blue-Green Deployment** | Maintaining two identical production environments and switching traffic between them | Traffic cutover with a tested rollback plan; stateful changes may not be reversible |,| **Blue-Green Deployment** | Maintaining two identical production environments and switching traffic between them | Traffic cutover with a tested rollback plan; stateful changes may not be reversible |,Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Table rollback overclaim,RESOLVED
15,29,Key Terminologies and Concepts,| **Canary Deployment** | Gradually rolling out a change to a small percentage of traffic before a full release | Testing a new prompt version on 5% of users before expanding to everyone |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-483,COMMON_KNOWLEDGE,2026-09-18,,,25,| **Canary Deployment** | Gradually rolling out a change to a small percentage of traffic before a full release | Testing a new prompt version on 5% of users before expanding to everyone |,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
15,30,Key Terminologies and Concepts,| **Feature Flags** | Configuration switches that enable or disable functionality without a new code deployment | Instantly disabling a problematic feature without waiting for a rebuild |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-484,COMMON_KNOWLEDGE,2026-09-18,,,26,| **Feature Flags** | Configuration switches that enable or disable functionality without a new code deployment | Instantly disabling a problematic feature without waiting for a rebuild |,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
15,31,Key Terminologies and Concepts,| **CI/CD (Continuous Integration/Continuous Deployment)** | Automated pipelines that test and deploy changes systematically | Automated tests running on every proposed change before it reaches production |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-485,COMMON_KNOWLEDGE,2026-09-18,,,27,| **CI/CD (Continuous Integration/Continuous Deployment)** | Automated pipelines that test and deploy changes systematically | Automated tests running on every proposed change before it reaches production |,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
15,33,Key Terminologies and Concepts,"| **Model Lifecycle Management** | The ongoing practice of monitoring, updating, and eventually retiring AI models | Deciding when a deployed model needs retraining or replacement |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-486,COMMON_KNOWLEDGE,2026-09-18,,,29,"| **Model Lifecycle Management** | The ongoing practice of monitoring, updating, and eventually retiring AI models | Deciding when a deployed model needs retraining or replacement |",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
15,41,15.1 Production Architecture,"A system designed for reliable production use looks different from a working prototype, even when both implement the same core logic. **Microservices architecture** breaks an AI system into independently deployable pieces, an API gateway, model-serving, data processing, storage, and monitoring, each scaled and updated separately rather than as one monolithic block. This buys real benefits: independent scaling of whichever component is under the most load, isolated testing and deployment of individual capabilities, and fault isolation, so one component's failure doesn't necessarily take down the whole system.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-487,CITATION_HELPFUL,2026-09-18,https://store.pragprog.com/titles/mnee2/release-it-second-edition/ ; https://www.nist.gov/itl/ai-risk-management-framework,nygard;nistrmf,39,"A system designed for reliable production use looks different from a working prototype, even when both implement the same core logic. **Microservices architecture** breaks an AI system into independently deployable pieces, an API gateway, model-serving, data processing, storage, and monitoring, each scaled and updated separately rather than as one monolithic block. This buys real benefits: independent scaling of whichever component is under the most load, isolated testing and deployment of individual capabilities, and fault isolation, so one component's failure doesn't necessarily take down the whole system.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
15,47,15.2 Deployment Strategies,"How a change actually reaches users matters as much as what the change is. **Blue-green deployment** keeps two complete, identical environments, current production and a new version, and switches traffic between them in a single instant cutover, with an equally instant rollback available if something goes wrong. **Canary deployment** takes a more gradual approach: expose a new version to a small percentage of real traffic first, watch the metrics that matter (error rate, latency, and, for an AI system specifically, quality signals from your Chapter 10 evaluation plan), and only expand further if those metrics hold up, rolling back automatically if they don't.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-488,REMOVE_OR_GENERALIZE,2026-09-18,https://store.pragprog.com/titles/mnee2/release-it-second-edition/,nygard,45,"Rollback is not necessarily instant or complete: database migrations, cached state, in-flight tool actions, and external side effects may not be reversible. Plan compatibility, traffic draining, rollback tests, and compensating actions. Canary quality gates need enough observations to detect important regressions; a small rollout alone is not evidence of safety. [@nygard]","Rollback is not necessarily instant or complete: database migrations, cached state, in-flight tool actions, and external side effects may not be reversible. Plan compatibility, traffic draining, rollback tests, and compensating actions. Canary quality gates need enough observations to detect important regressions; a small rollout alone is not evidence of safety. [@nygard]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Rollback overclaim,RESOLVED
15,49,15.2 Deployment Strategies,"**Feature flags** decouple deployment from release entirely: new functionality can be shipped into production dark, disabled by default, then enabled for specific user segments or gradually rolled out, all through configuration rather than a new code deployment, which makes both gradual rollout and instant rollback dramatically less risky operations.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-489,REMOVE_OR_GENERALIZE,2026-09-18,https://store.pragprog.com/titles/mnee2/release-it-second-edition/,nygard,47,"**Feature flags** separate deploying code from enabling a feature. They can support staged releases and rapid disabling, but propagation delays, in-flight requests, persisted data, and external actions can prevent immediate recovery. Test those failure modes rather than treating a flag as an undo operation. [@nygard]","**Feature flags** separate deploying code from enabling a feature. They can support staged releases and rapid disabling, but propagation delays, in-flight requests, persisted data, and external actions can prevent immediate recovery. Test those failure modes rather than treating a flag as an undo operation. [@nygard]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Remove unsupported universality and specify the scope of the claim.,RESOLVED
15,51,15.2 Deployment Strategies,"A **CI/CD pipeline** automates the testing and deployment of changes systematically: unit and integration tests, but for an AI system specifically, this should also mean automated checks against your Chapter 10 evaluation suite and your Chapter 12 safety red-team cases, not just traditional software tests, catching a quality or safety regression before it ever reaches a real user, the same discipline as Chapter 10's regression testing, now automated into the deployment process itself rather than run manually.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-490,CITATION_HELPFUL,2026-09-18,https://store.pragprog.com/titles/mnee2/release-it-second-edition/,nygard,51,"A **CI/CD pipeline** automates the testing and deployment of changes systematically: unit and integration tests, but for an AI system specifically, this should also mean automated checks against your Chapter 10 evaluation suite and your Chapter 12 safety red-team cases, not just traditional software tests, catching a quality or safety regression before it ever reaches a real user, the same discipline as Chapter 10's regression testing, now automated into the deployment process itself rather than run manually.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
15,55,15.3 Monitoring and Observability,"Chapter 10 introduced production monitoring from an evaluation angle; this section is about the operational infrastructure that makes it possible. Monitoring for a deployed AI system spans three distinct dimensions, and a mature deployment tracks all three, not just the easiest one to measure. **Technical metrics** cover the infrastructure itself: system resource utilization, response times, error rates. **AI-specific metrics** cover what's unique to this kind of system: inference latency, cache hit rate, token usage and cost, and the quality signals from your evaluation plan. **Business metrics** cover whether any of this is actually working for real users: engagement, task completion, and, ultimately, whether the system is delivering the value it was designed for in the first place.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-491,COMMON_KNOWLEDGE,2026-09-18,,,55,"Chapter 10 introduced production monitoring from an evaluation angle; this section is about the operational infrastructure that makes it possible. Monitoring for a deployed AI system spans three distinct dimensions, and a mature deployment tracks all three, not just the easiest one to measure. **Technical metrics** cover the infrastructure itself: system resource utilization, response times, error rates. **AI-specific metrics** cover what's unique to this kind of system: inference latency, cache hit rate, token usage and cost, and the quality signals from your evaluation plan. **Business metrics** cover whether any of this is actually working for real users: engagement, task completion, and, ultimately, whether the system is delivering the value it was designed for in the first place.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
15,67,15.5 Maintenance and Long-Term Evolution,"A deployed system needs ongoing care that's easy to underestimate from the design phase. **Model lifecycle management** means tracking a deployed model's performance over time (which can genuinely drift as real-world usage patterns shift away from what training or evaluation anticipated), planning retraining or replacement on a deliberate schedule rather than reactively, and having an actual plan for retiring an outdated model and migrating users, not just launching new versions indefinitely alongside old ones.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-492,CITATION_HELPFUL,2026-09-18,https://www.nist.gov/itl/ai-risk-management-framework ; https://developers.openai.com/api/docs/guides/rate-limits,nistrmf;openairelimits,69,"A deployed system needs ongoing care that's easy to underestimate from the design phase. **Model lifecycle management** means tracking a deployed model's performance over time (which can genuinely drift as real-world usage patterns shift away from what training or evaluation anticipated), planning retraining or replacement on a deliberate schedule rather than reactively, and having an actual plan for retiring an outdated model and migrating users, not just launching new versions indefinitely alongside old ones.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
15,69,15.5 Maintenance and Long-Term Evolution,"**Staying current** with the field, using exactly the research literacy skills from Chapter 8, is itself an ongoing maintenance task: evaluating whether a new model or technique is worth integrating, and doing so gradually enough not to disrupt a working service. And **risk management** at this stage means naming, explicitly, the risks a long-lived system actually carries: dependence on external providers who might change pricing, deprecate a model, or alter their terms; evolving regulation, the Chapter 14 material doesn't freeze in place after launch; and ordinary operational risk, the reliability engineering from Chapter 4, still very much in play for as long as the system runs.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-493,CITATION_HELPFUL,2026-09-18,https://www.nist.gov/itl/ai-risk-management-framework ; https://developers.openai.com/api/docs/guides/rate-limits,nistrmf;openairelimits,71,"**Staying current** with the field, using exactly the research literacy skills from Chapter 8, is itself an ongoing maintenance task: evaluating whether a new model or technique is worth integrating, and doing so gradually enough not to disrupt a working service. And **risk management** at this stage means naming, explicitly, the risks a long-lived system actually carries: dependence on external providers who might change pricing, deprecate a model, or alter their terms; evolving regulation, the Chapter 14 material doesn't freeze in place after launch; and ordinary operational risk, the reliability engineering from Chapter 4, still very much in play for as long as the system runs.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
15,75,Connecting to Your Project: A Deployment Plan,"**Sketch your production architecture.** At a high level, what are the major components of your assistant (per section 15.1), and how would they be organized, even if you never actually deploy them?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-494,ILLUSTRATIVE,2026-09-18,,,77,"**Sketch your production architecture.** At a high level, what are the major components of your assistant (per @sec-15-1), and how would they be organized, even if you never actually deploy them?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
15,77,Connecting to Your Project: A Deployment Plan,"**Choose a deployment strategy.** Given your project's stakes and user base, would you favor blue-green's instant cutover or canary's gradual, metric-gated rollout? Justify the choice against the cost-asymmetry reasoning from Chapter 5.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-495,ILLUSTRATIVE,2026-09-18,,,79,"**Choose a deployment strategy.** Given your project's stakes and user base, would you favor blue-green's instant cutover or canary's gradual, metric-gated rollout? Justify the choice against the cost-asymmetry reasoning from Chapter 5.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
15,79,Connecting to Your Project: A Deployment Plan,"**Name your top three monitoring signals**, one technical, one AI-specific, one business, drawing directly on your Chapter 10 Evaluation Plan rather than inventing new metrics from scratch.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-496,ILLUSTRATIVE,2026-09-18,,,81,"**Name your top three monitoring signals**, one technical, one AI-specific, one business, drawing directly on your Chapter 10 Evaluation Plan rather than inventing new metrics from scratch.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
15,87,The Frontier: Emerging Directions and Open Questions,"Every other chapter in this book has taught you something reasonably settled: the transformer architecture isn't going to stop being the transformer architecture next year. This closing section is different on purpose. It names what's genuinely unresolved and fast-moving in this field right now, not to give you settled answers, there aren't any yet, but to model exactly the research literacy habit from Chapter 8 one final time: distinguishing the established from the contested from the merely hyped, applied to the field's actual current edge.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-497,COMMON_KNOWLEDGE,2026-09-18,,,89,"Every other chapter in this book has taught you something reasonably settled: the transformer architecture isn't going to stop being the transformer architecture next year. This closing section is different on purpose. It names what's genuinely unresolved and fast-moving in this field right now, not to give you settled answers, there aren't any yet, but to model exactly the research literacy habit from Chapter 8 one final time: distinguishing the established from the contested from the merely hyped, applied to the field's actual current edge.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
15,99,15.7 Open Debates,"The **scaling laws debate**, whether continuing to make models larger keeps producing proportionate capability gains, or whether that curve is flattening, is genuinely contested among serious researchers, not a settled question with an obvious answer either direction. Both a strong ""scaling continues to deliver"" case and a serious ""we're hitting diminishing returns, and the next gains come from elsewhere, architecture, data quality, reasoning techniques"" case have real, current evidence behind them, exactly the kind of contested claim Chapter 8 asked you to learn to recognize and represent fairly rather than resolve prematurely.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-498,REMOVE_OR_GENERALIZE,2026-09-18,https://arxiv.org/abs/2001.08361 ; https://arxiv.org/abs/2203.15556 ; https://arxiv.org/abs/2501.12948,scaling;chinchilla;deepseekr1,103,"The **scaling debate** separates empirical pre-training loss trends from the value of further scale on practical tasks. Parameter count, data allocation, and inference-time computation all matter. The cited historical studies support particular experimental regimes, not a universal forecast of future gains. [@scaling; @chinchilla; @deepseekr1]","The **scaling debate** separates empirical pre-training loss trends from the value of further scale on practical tasks. Parameter count, data allocation, and inference-time computation all matter. The cited historical studies support particular experimental regimes, not a universal forecast of future gains. [@scaling; @chinchilla; @deepseekr1]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Remove unsupported universality and specify the scope of the claim.,RESOLVED
15,111,"Case Study: A Model Deprecation, Handled Well","Every major AI provider eventually deprecates older models as newer ones supersede them, and how an organization handles that transition says as much about production maturity as anything covered in sections 15.1 through 15.5. A well-handled deprecation gives real advance notice, provides a clear migration path with documented behavioral differences between old and new versions, and, critically, gives the deploying organization time to re-run their Chapter 10 evaluation suite against the replacement model before the old one actually goes away, since even a ""strictly better"" model can behave differently enough on your specific use case to need real re-validation, not just a config change.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-499,ILLUSTRATIVE,2026-09-18,,,117,"**Illustrative scenario, not a named company outcome.** A provider announces a model retirement. A well-prepared team records the deadline, checks the proposed replacement and migration documentation, re-runs task and safety evaluations, and stages the switch. Notice periods and migration support vary; the team must verify them for its actual service.","**Illustrative scenario, not a named company outcome.** A provider announces a model retirement. A well-prepared team records the deadline, checks the proposed replacement and migration documentation, re-runs task and safety evaluations, and stages the switch. Notice periods and migration support vary; the team must verify them for its actual service.","Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
15,113,"Case Study: A Model Deprecation, Handled Well","The organizations that handle this well are the ones that treated their evaluation plan, their monitoring, and their deployment pipeline as living infrastructure from the start, exactly this chapter's argument, rather than a one-time launch checklist. A migration is just another deployment, and everything from section 15.2's gradual rollout strategies applies directly.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-500,ILLUSTRATIVE,2026-09-18,,,119,"The organizations that handle this well are the ones that treated their evaluation plan, their monitoring, and their deployment pipeline as living infrastructure from the start, exactly this chapter's argument, rather than a one-time launch checklist. A migration is just another deployment, and everything from @sec-15-2's gradual rollout strategies applies directly.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
15,119,Discussion Questions,"3. If the scaling laws debate resolves toward diminishing returns from scale alone, what does that imply about where the next several years of genuine capability improvement are likely to come from?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-501,ILLUSTRATIVE,2026-09-18,,,125,"3. If the scaling laws debate resolves toward diminishing returns from scale alone, what does that imply about where the next several years of genuine capability improvement are likely to come from?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
