chapter,source_line,section,claim,verification,priority,source_needed
9,47,9.1 The Multimodal Landscape,"Three genuine challenges separate multimodal systems from the text-only systems covered so far in this book. **Representation learning** across genuinely different kinds of data, text is discrete and sequential, images are spatial and continuous, audio is temporal and frequency-based, is a harder problem than representing any one of them alone. **Alignment**, knowing which part of an image a given sentence is actually describing, adds a layer of complexity single-modality models never face. And **evaluation** gets harder too, ""is this a good image?"" or ""is this transcription useful?"" often resist the kind of clean, checkable metric that made Chapter 10's coming discussion of text evaluation comparatively tractable.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,53,9.2 Vision-Language Models,"The practical applications cluster into three groups. **Document and chart understanding** turns a scanned or photographed page into usable information, extracting text via OCR, interpreting a table's structure, or reading a chart's data trend directly from the image rather than requiring someone to re-type it. **Visual question answering** lets a user ask something specific about an image rather than getting only a generic description. **Accessibility**, the opening example of this chapter, is arguably the highest-value application of vision-language models deployed today, turning visual information into language for someone who can't otherwise access it.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,61,9.3 Audio: Speech and Sound,"For a research assistant, the most direct multimodal audio application is straightforward: if your users generate or consume recorded content, meetings, interviews, lectures, transcription turns that audio into something your text-based retrieval and generation pipeline, from Chapter 6, can actually work with.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,79,9.6 Multimodal Ethical Challenges,"Multimodal AI raises the ethical questions from Chapter 1 in sharper, more urgent form. **Deepfakes**, synthetic video or audio convincingly depicting something that never happened, represent a genuinely new category of harm that text generation alone doesn't produce: a fabricated quote is damaging, but a fabricated video of someone saying it carries a different, often more damaging, kind of credibility. **Consent and likeness** questions sharpen too: whose face, voice, or artistic style trained the model, and what claim, if any, do they have over outputs that resemble their work? **Bias in visual AI** is at least as real as the bias in text models covered in Chapter 1, and sometimes harder to notice, because a biased image can look neutral at a glance in a way biased text rarely does. And the sheer believability of high-quality synthetic media creates what's sometimes called an authenticity crisis: as convincing fabrication becomes cheap and easy, genuine media loses some of its evidentiary weight too, ""that could just be AI-generated"" becomes a plausible deniability move even for real footage.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,81,9.6 Multimodal Ethical Challenges,"None of this is a reason to avoid multimodal capability where it's genuinely useful, the accessibility example that opened this chapter is real and valuable, it's a reason to treat ""should we generate this kind of content"" as a live design question, not an afterthought, for any project that touches image, audio, or video generation.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,87,Connecting to Your Project: A Multimodal Extension Plan,"The honest, and very common, right answer this week for many projects is that multimodal capability isn't worth adding. Don't let the excitement of this chapter's material push you toward a ""yes"" your project doesn't actually need.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,89,Connecting to Your Project: A Multimodal Extension Plan,"**Ask first whether your domain is genuinely multimodal.** Does solving your users' actual problem require seeing an image, hearing audio, or generating visual content, or would a text-only assistant already fully address it?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,91,Connecting to Your Project: A Multimodal Extension Plan,"**If yes**, specify exactly which capability from sections 9.2–9.5 your project needs, and why. ""Vision, because users need to ask questions about photographed receipts"" is a real, scoped justification; ""multimodal, because it seems more advanced"" is not.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,99,Case Study: Be My Eyes and AI Visual Assistance,"This is a genuinely strong case study for how to think about multimodal capability responsibly: the AI doesn't replace the human option, it sits alongside it, handling the high-volume, lower-stakes cases quickly while preserving a human fallback for the cases that need more judgment, care, or simply a second opinion, a pattern with a direct echo in Chapter 5's human-in-the-loop spectrum for agents. The result is also a clear example of section 9.2's point about accessibility: this is multimodal AI solving a problem text alone genuinely cannot solve, not a text problem awkwardly reframed as a vision problem to showcase the technology.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,105,Discussion Questions,"3. Be My Eyes preserves a human fallback alongside its AI assistant. When should that kind of fallback be a requirement, rather than a nice-to-have, for a multimodal AI application?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,118,Key Takeaways,"- Multimodal AI extends the same underlying reasoning across images, audio, and video, not a separate technology bolted onto text models.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,122,Key Takeaways,"- Multimodal capability raises the ethical stakes of Chapter 1's questions, deepfakes and consent chief among them, rather than introducing entirely new categories of concern.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,123,Key Takeaways,"- Not every project needs multimodal capability, and a well-reasoned ""no"" is a legitimate, often correct, design decision.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,132,Project Milestone: Multimodal Extension Plan,"This week, add a **Multimodal Extension Plan** to your project portfolio:",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,134,Project Milestone: Multimodal Extension Plan,"1. **Decision**: Does your project need a multimodal capability? State it clearly, yes or no.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
10,11,Introduction,"This is the problem this chapter exists to solve. Every chapter before this one has asked you to design something, a prompt, a retrieval system, an agent's capability boundary, and every chapter from here forward will ask you to defend a claim about how well something works. Evaluation is the discipline that makes that defense honest rather than wishful. It's also, not coincidentally, the discipline most often skipped or done badly in real AI projects, because a working demo *feels* like evidence of quality in a way that's genuinely seductive and genuinely misleading.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
10,20,Learning Outcomes,"- Apply evaluation specifically to RAG and agentic systems, which fail in different ways than plain generation",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
10,29,Key Terminologies and Concepts,| **Benchmark** | A standardized test set used to compare systems on a common task | A fixed set of questions with known correct answers |,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
10,44,10.1 The Evaluation Challenge,"There's also a persistent gap between benchmark performance and real-world performance. A model that scores impressively on a standardized test set can still fail regularly on your specific users' actual, messier requests, because benchmarks necessarily simplify and standardize in ways real usage never does. And evaluation isn't a box you check once before launch, it's an ongoing process, because a system's inputs, and sometimes the underlying model itself, keep changing after you ship.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
10,68,10.5 LLM-as-Judge,"Using a strong model to evaluate another model's output, sometimes even its own, has become a genuinely useful way to scale evaluation closer to human-evaluation quality without human-evaluation cost. Designing this well means writing an evaluation prompt with the same care as any other prompt from Chapter 3: a specific rubric, and ideally a few graded examples showing what a good versus poor response looks like, produces far more reliable judgments than a vague ""is this good?""",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
10,104,Case Study: How Anthropic Evaluates Claude,"Frontier AI labs, Anthropic included, evaluate their own models across a deliberately wide combination of the approaches this chapter has covered: standardized benchmarks for capability comparison, extensive human evaluation for qualities benchmarks can't capture (helpfulness, tone, harmlessness), and red-teaming specifically aimed at surfacing safety failures before release rather than after. No single one of these approaches is treated as sufficient on its own, which is exactly the lesson this chapter has been building toward.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
10,106,Case Study: How Anthropic Evaluates Claude,"What's most instructive for your own project isn't the specific evaluation suite, it changes with every model generation, it's the underlying discipline: benchmarks alone would miss real safety failures, human evaluation alone doesn't scale to catch rare edge cases, and red-teaming alone doesn't tell you anything about typical-case quality. A rigorous evaluation practice combines multiple approaches precisely because each one has blind spots the others cover, the same reasoning your own Evaluation Plan should reflect, just scaled to your project's size.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
10,112,Discussion Questions,"3. What responsibility do AI developers have to publish honest evaluation results, including the failures, not just the benchmark wins?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
10,146,Project Milestone: Evaluation Plan,"*End of Chapter 10. Chapter 11 turns from measuring quality to a different kind of measurement entirely: cost, latency, and the optimization decisions that keep a good system affordable at scale.*",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,9,Introduction,"Chapter 2 introduced model routing as a design problem: match query complexity to model capability. Chapter 4 covered cost optimization at the integration layer: caching, batching, provider comparison. Both were genuinely useful, and both stopped short of a harder question that only shows up once a system is actually running at real scale: what do you do when routing and caching alone aren't enough, when you need the underlying models themselves to run faster, cheaper, and more reliably under real load, not just be chosen intelligently?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,41,11.1 Beyond Single-Model Routing: Ensemble Methods,"Combining multiple models can improve reliability, accuracy, and robustness beyond what any single model achieves alone, at the cost of real added complexity and latency, a trade-off worth weighing deliberately rather than reaching for by default.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,45,11.1 Beyond Single-Model Routing: Ensemble Methods,"**Mixture of Experts (MoE)** takes a more structural approach: rather than running every model on every query and choosing among the outputs afterward, a gating mechanism decides upfront which specialized ""expert"" sub-model should handle a given input, so only the relevant expert actually runs. This is efficient by design, and it's worth noting that some of the most capable models available today use MoE-style architecture internally, which means you may already be benefiting from this idea without having to implement it yourself.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,51,11.2 Model Compression: Making Models Smaller and Faster,"**Quantization**, reducing a model's numerical precision (32-bit down to 8-bit or even 4-bit), decreases memory use and increases speed, generally with real but often modest quality loss. Post-training quantization is simple to apply to an existing model; quantization-aware training, incorporating the precision reduction during training itself, preserves quality better at the cost of a more involved training pipeline.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,55,11.2 Model Compression: Making Models Smaller and Faster,"**Knowledge distillation** trains a smaller ""student"" model to replicate a larger ""teacher"" model's behavior, producing something that runs faster and cheaper at inference time while inheriting much of the teacher's quality. This is directly relevant to a design decision your Chapter 7 Customization Decision Memo may have touched on: a well-executed distillation can sometimes deliver most of a large model's value at a fraction of its ongoing inference cost, a trade-off worth naming explicitly if cost matters as much to your project as capability does.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,61,11.3 Performance Engineering,"None of these techniques are things you'd typically implement yourself when using a commercial API, they're mostly handled by the provider, but understanding that they exist, and roughly why they matter, helps you interpret a provider's latency claims and make sense of real performance differences between offerings that otherwise look similar on paper.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,67,11.4 Continuous Optimization,"A useful, minimal way to think about a routing decision that's been tuned this way, extending the design from Chapter 2 with the complexity and cost considerations this chapter has added:",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,89,Connecting to Your Project: An Optimization Plan,"**Set a cost and latency budget.** Given your Chapter 2 model choices and Chapter 4 integration design, what would you actually expect to pay per query, and what latency would your users tolerate?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,97,Case Study: Serving Search at Scale,"Search engines and large-scale recommendation systems were solving the ""serve enormous, unpredictable load with strict latency budgets"" problem years before generative AI existed, and the techniques this chapter covers, caching, batching, request prioritization, predictive scaling, are direct descendants of that older engineering discipline, adapted to the specific shape of LLM inference. A production LLM-serving system today routinely combines continuous batching, KV-caching, and quantized model variants simultaneously, exactly the kind of multi-technique stack this chapter has walked through piece by piece, deployed together because no single technique alone gets a system to the latency and cost targets real products actually need.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,103,Discussion Questions,"1. At what point does the added complexity of ensembles or model compression stop being worth the engineering cost, for a project at your scale?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,105,Discussion Questions,"3. How should organizations balance the environmental cost of running larger, less-optimized models (a theme from Chapter 1) against the real engineering cost of optimizing them?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,126,Practice,"- Estimate your project's realistic query volume, then estimate roughly what a tenfold increase would do to your Chapter 4 cost plan.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
11,134,Project Milestone: Optimization Plan,2. **Cost and latency budget**: What you'd expect to pay and how fast a response needs to be.,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
12,50,12.2 How Alignment Actually Happens: RLHF and Constitutional AI,"Pre-training, covered in Chapter 2, teaches a model to predict text; it does not, on its own, teach a model to be a good assistant. That gap is closed by a further training stage, and two related approaches dominate how it's currently done.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
12,54,12.2 How Alignment Actually Happens: RLHF and Constitutional AI,"**Constitutional AI**, Anthropic's approach and the one referenced back in Chapter 1's discussion of Claude, modifies this recipe: instead of relying entirely on case-by-case human feedback for every training signal, a model is trained against a written set of principles, a ""constitution"", critiquing and revising its own draft responses against those principles before the final training step. This reduces dependence on human raters having to personally review every single harmful-content edge case, and it makes the model's guiding principles more explicit and inspectable than a purely feedback-driven approach would allow.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
12,62,12.3 Interpretability: Looking Inside the Black Box,"**Mechanistic interpretability**, a specific and increasingly active research direction, tries to reverse-engineer a model's internal computations in real detail, identifying specific internal features that correspond to specific concepts, and tracing how those features combine to produce a particular behavior. Recent work in this area has had real success finding interpretable internal structure in large models, evidence that these systems aren't, in fact, complete black boxes forever out of reach, but the field remains genuinely early: for any given complex behavior in a current frontier model, a full mechanistic explanation is still usually out of reach.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
12,64,12.3 Interpretability: Looking Inside the Black Box,"Why does this matter practically, beyond scientific curiosity? Because interpretability is one of the few approaches that could, in principle, verify a model's actual internal reasoning rather than trusting its stated reasoning (which, as Chapter 3's discussion of chain-of-thought prompting should make you appropriately cautious about, a model's explanation for its own behavior is itself a generated output, not a transparent window into a real internal process). A model that says ""I chose this because X"" might be accurately reporting its process, or might be generating a plausible-sounding post-hoc justification, and today's tools often can't fully tell you which.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
12,80,12.5 Alignment at the Frontier: Harder Problems Ahead,"**Alignment for agents**, the direct technical sequel to Chapter 5's safety discussion, is harder than alignment for a plain chatbot for exactly the reason section 5.1 argued: a subtly misaligned agent's mistakes are actions in the world, not text a user can simply disregard, so the same underlying alignment gap has a higher and more consequential ceiling the more autonomy and capability a system has.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
12,90,Connecting to Your Project: A Red-Team Review,"**Attempt to break your own system, on paper.** Using your Chapter 3 prompts and your Chapter 5 agent capability plan (if applicable), walk through what a deliberately adversarial user would try, and predict, honestly, whether your current design would hold up.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
12,98,Case Study: Anthropic's Constitutional AI in Practice,"Anthropic developed Constitutional AI specifically to address a scaling problem with pure RLHF: producing enough high-quality human feedback to cover the enormous range of situations a deployed model actually encounters is expensive and, past a certain point, genuinely difficult to scale reliably. Constitutional AI's core move, training a model to critique and revise its own outputs against a written set of principles, reduces that dependency while making the model's actual guiding principles a document you can read and evaluate, rather than an implicit pattern buried entirely inside thousands of individual human judgments.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
12,112,Further Reading,"- Olah, C., et al., Anthropic's interpretability research (search for the most current work, this is one of the fastest-moving areas in the field) — a good entry point into the mechanistic interpretability research described in section 12.3.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
12,121,Key Takeaways,"- RLHF and Constitutional AI are the two dominant approaches to shaping model behavior after pre-training, both substantially reduce, but don't eliminate, misaligned behavior.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
12,125,Key Takeaways,"- Alignment gets harder, not easier, as systems gain capability and autonomy, exactly the trajectory Chapter 5's agents represent.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
13,32,Key Terminologies and Concepts,"| **Content Moderation** | Detecting and filtering harmful, unsafe, or policy-violating content | Flagging generated text that constitutes harassment or hate speech |",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
13,47,13.1 The Responsibility Landscape,"Responsibility for managing these risks isn't concentrated in one role. **Individual developers** are responsible for following ethical practices, testing for bias and edge cases, and documenting real limitations rather than glossing over them. **Organizations** are responsible for establishing real review processes, providing training, and building genuine accountability mechanisms, not just a policy document nobody consults. **Industry and society** carry responsibility too: sharing best practices across organizational boundaries, supporting safety research, and engaging honestly with policymakers, the institutional side of the governance questions Chapter 14 covers in depth.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
13,77,13.4 Content Moderation and Safety,"Content moderation grows more complex with every modality a system handles, a theme Chapter 9's multimodal discussion already previewed. Text moderation looks for hate speech, misinformation, and PII exposure; image moderation adds violent or disturbing imagery and manipulated media detection; audio moderation adds harmful speech content and voice-cloning detection, each modality bringing its own detection challenge, and content that combines modalities in a way no single-modality filter would catch on its own.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
13,89,13.4 Content Moderation and Safety,"Automated moderation should never be the entire system. **Human-in-the-loop review**, the same design principle from Chapter 5's agent safety discussion, handles the escalations, appeals, and genuinely ambiguous edge cases that need judgment an automated filter can't reliably supply, and feeds real cases back into improving the automated layer over time.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
13,136,Key Takeaways,"- Differential privacy and federated learning offer formal, technical privacy guarantees beyond simple policy commitments.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
13,155,Project Milestone: Ethics & Fairness Review,*End of Chapter 13. Chapter 14 turns from ethical practice to the legal and regulatory frameworks that increasingly require it.*,PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,11,Introduction,"This chapter covers the legal and regulatory landscape a real AI deployment has to navigate: the emerging body of AI-specific regulation, the older bodies of law (copyright, liability) that AI has forced into new and unsettled territory, and the organizational governance structures that turn legal obligations into actual practice. None of this is settled law in the way, say, contract law is settled; you're studying a genuinely moving target, which is exactly why this chapter emphasizes the shape of the landscape and how to navigate it, rather than a fixed set of rules to memorize.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,17,Learning Outcomes,- Describe the major AI-specific regulatory frameworks currently in effect or emerging,PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,19,Learning Outcomes,- Identify which regulations plausibly apply to a given AI system based on its domain and deployment,PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,21,Learning Outcomes,- Navigate genuine regulatory uncertainty without either ignoring it or being paralyzed by it,PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,27,Key Terminologies and Concepts,"| **EU AI Act** | The European Union's comprehensive AI regulation, classifying systems by risk level | A risk-based framework imposing different obligations on low-risk versus high-risk AI systems |",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,28,Key Terminologies and Concepts,"| **GDPR** | The EU's data protection regulation, with specific provisions affecting automated decision-making | The right to an explanation for certain automated decisions affecting an individual |",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,29,Key Terminologies and Concepts,"| **Risk-Based Classification** | Regulating AI systems differently based on their potential for harm, rather than uniformly | A resume-screening tool faces stricter requirements than a spam filter |",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,30,Key Terminologies and Concepts,| **Algorithmic Accountability** | Legal and regulatory requirements that organizations be answerable for their AI systems' effects | Bias-auditing requirements in certain jurisdictions or sectors |,PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,33,Key Terminologies and Concepts,| **Data Residency** | Legal requirements that certain data be stored or processed within specific geographic boundaries | A regulation requiring healthcare data to remain within the country where it was collected |,PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,34,Key Terminologies and Concepts,| **Conformity Assessment** | A formal process verifying that a system meets required regulatory standards before deployment | Required for certain high-risk AI systems under the EU AI Act |,PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,41,14.1 The Regulatory Landscape,"AI regulation is being written in real time, across multiple jurisdictions simultaneously, with real differences in approach, which means ""is this legal"" often depends heavily on where your system operates and who it affects, not a single global answer.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,47,14.1 The Regulatory Landscape,"**US regulation** is more fragmented: sector-specific rules (finance, healthcare, employment each carry their own established regulatory bodies now grappling with AI), state-level algorithmic accountability laws, consumer protection law being applied to AI systems by analogy, and executive-branch guidance that shifts with administrations, a genuinely less unified picture than the EU's, and one that requires checking the specific sector and state your project would operate in rather than assuming a single federal standard.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,49,14.1 The Regulatory Landscape,"**Industry standards**, ISO/IEC frameworks for AI systems, IEEE standards for ethical design, and sector-specific professional codes of conduct, aren't legally binding in the way government regulation is, but they increasingly function as the practical benchmark regulators and courts point to when evaluating whether an organization exercised reasonable care.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,57,14.2 Copyright and Training Data,"This matters directly for your own project work in two ways. First, if your project involves fine-tuning, covered in Chapter 7, on any copyrighted corpus, the same unsettled questions apply to your training data as apply to a frontier lab's, at a different scale but not a different kind. Second, if your assistant generates content resembling a specific author's or artist's style, the question of whether that output itself carries any legal risk is a live one, not obviously resolved by ""the model just learned a general style,"" particularly if the output is used commercially.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
14,65,14.3 Liability: Who's Responsible When AI Causes Harm,"For your own project, this connects directly to a decision from Chapter 5's agent safety discussion: the human-in-the-loop spectrum isn't just a safety design choice, it's also, practically, a liability-allocation choice. A fully autonomous action shifts more of the practical and legal weight toward the system's designers; a suggest-and-confirm design keeps a human's independent judgment clearly in the loop, which matters both ethically and, potentially, legally.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
14,69,14.4 Organizational AI Governance,"Legal and regulatory obligations only matter in practice if an organization has real structures that turn them into action, not just a policy document nobody consults.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,71,14.4 Organizational AI Governance,"**AI ethics committees or review boards**, drawing directly on the responsibility framework from Chapter 13, provide cross-functional review of AI projects before and during deployment, ideally with genuine authority to delay or block a deployment when a review surfaces real risk, the same test the Chapter 13 Microsoft case study emphasized. **Risk management frameworks** formalize the process of identifying, assessing, and mitigating risk systematically, rather than relying on whoever happens to notice a problem first. **Documentation requirements**, records of training data provenance, model validation procedures, and deployment monitoring, serve two purposes at once: they support the explainability and accountability goals from Chapter 13, and they're increasingly what a regulator or court will actually ask to see if something goes wrong.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,73,14.4 Organizational AI Governance,"**Data residency and cross-border considerations** deserve specific mention for any project touching data from multiple jurisdictions: requirements that certain data remain within specific geographic boundaries interact directly with the provider and infrastructure choices from Chapter 4, a cloud API hosted in one country may not be an option at all for data that's legally required to stay in another.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
14,79,Connecting to Your Project: A Compliance Checklist,"Rather than a generic regulatory overview, produce a checklist specific to your project's actual domain and deployment.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,81,Connecting to Your Project: A Compliance Checklist,"**Identify your applicable regulations.** Given your domain (from Chapter 1) and your users' likely location, which frameworks from section 14.1 plausibly apply? Not every project touches the EU AI Act's high-risk tier or GDPR, say so explicitly if yours doesn't, and explain why.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,85,Connecting to Your Project: A Compliance Checklist,"**Address copyright, if relevant.** If your Chapter 7 customization decision involved fine-tuning on a specific corpus, or if your assistant generates content in a recognizable style, name the consideration explicitly, even if your answer is ""this needs legal review beyond what this course covers,"" which is itself an honest, correct answer for a real project.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
14,93,"Case Study: A Legal Research Assistant at 50,000 Documents","Working through this scenario surfaces nearly every idea from this chapter at once. **Regulatory**: legal-sector-specific rules about the practice of law and professional responsibility interact with general AI regulation in ways that vary significantly by jurisdiction. **Copyright**: case law and statutes are generally public, but secondary legal commentary and analysis often aren't, and training or retrieving from the latter raises the section 14.2 questions directly. **Liability**: if the assistant hallucinates a citation (the Chapter 1 hallucination risk, at maximum real-world stakes) and a lawyer relies on it without independent verification, section 14.3's liability question isn't hypothetical, it's exactly the scenario current courts are actively working through in real malpractice and sanctions proceedings. **Governance**: a firm deploying this system would need real documentation, a real review process, and a real policy on independent verification, not an informal understanding.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,99,Discussion Questions,"1. Should AI regulation be primarily risk-based (as the EU AI Act attempts), or should it apply more uniform rules regardless of application? What are the trade-offs of each approach?",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,105,Further Reading,"- The current text of the EU AI Act (search for the official European Commission source, this is exactly the kind of regulation worth reading directly rather than through a secondary summary, given how consequential its risk-tier definitions are).",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,115,Key Takeaways,"- AI regulation varies significantly by jurisdiction, and a global product needs to navigate multiple frameworks, not assume one standard applies everywhere.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,119,Key Takeaways,"- Real governance requires structures with actual authority to block a risky deployment, not a policy document nobody consults.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
14,123,Practice,"- For your project's domain, name one regulation from section 14.1 that clearly does or clearly doesn't apply, and explain your reasoning.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
14,130,Project Milestone: Compliance Checklist,"1. **Applicable regulations**: Which frameworks from section 14.1 plausibly apply to your project, and which clearly don't, with reasoning for both.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
15,9,Introduction,"You've now designed every layer of an AI-powered research assistant: model selection, prompting, integration, agentic capability, retrieval, customization, evaluation, optimization, safety, ethics, and legal compliance. Fourteen chapters of design work, and not one line of it has actually reached a real user yet. This chapter closes that final gap, and then does something no other chapter has done: it looks past the edge of what this book can teach you, at where the field is actually headed next.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
15,11,Introduction,"These are two different kinds of ""last chapter"" material, deliberately combined into one. Deployment is about finishing what you started: taking a fully designed system and reasoning through what it actually takes to put it in front of real users reliably. The Frontier section that follows is about something else entirely: naming, honestly, what's unsettled, emerging, or actively debated in this field right now, so that your education doesn't quietly end at this book's last page but continues past it, using the research literacy skills from Chapter 8.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
15,34,Key Terminologies and Concepts,| **Mixture of Experts (at scale)** | An architectural approach where only relevant sub-models activate for a given input | Increasingly common in frontier model architectures for efficiency at scale |,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
15,41,15.1 Production Architecture,"A system designed for reliable production use looks different from a working prototype, even when both implement the same core logic. **Microservices architecture** breaks an AI system into independently deployable pieces, an API gateway, model-serving, data processing, storage, and monitoring, each scaled and updated separately rather than as one monolithic block. This buys real benefits: independent scaling of whichever component is under the most load, isolated testing and deployment of individual capabilities, and fault isolation, so one component's failure doesn't necessarily take down the whole system.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
15,55,15.3 Monitoring and Observability,"Chapter 10 introduced production monitoring from an evaluation angle; this section is about the operational infrastructure that makes it possible. Monitoring for a deployed AI system spans three distinct dimensions, and a mature deployment tracks all three, not just the easiest one to measure. **Technical metrics** cover the infrastructure itself: system resource utilization, response times, error rates. **AI-specific metrics** cover what's unique to this kind of system: inference latency, cache hit rate, token usage and cost, and the quality signals from your evaluation plan. **Business metrics** cover whether any of this is actually working for real users: engagement, task completion, and, ultimately, whether the system is delivering the value it was designed for in the first place.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
15,69,15.5 Maintenance and Long-Term Evolution,"**Staying current** with the field, using exactly the research literacy skills from Chapter 8, is itself an ongoing maintenance task: evaluating whether a new model or technique is worth integrating, and doing so gradually enough not to disrupt a working service. And **risk management** at this stage means naming, explicitly, the risks a long-lived system actually carries: dependence on external providers who might change pricing, deprecate a model, or alter their terms; evolving regulation, the Chapter 14 material doesn't freeze in place after launch; and ordinary operational risk, the reliability engineering from Chapter 4, still very much in play for as long as the system runs.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
