chapter,source_line,section,claim,verification,priority,source_needed,phase_0_verification,review_id,classification,verification_date,primary_source,source_keys,current_source_line,current_excerpt,correction,notes,resolution
11,51,11.2 Model Compression: Making Models Smaller and Faster,"**Quantization**, reducing a model's numerical precision (32-bit down to 8-bit or even 4-bit), decreases memory use and increases speed, generally with real but often modest quality loss. Post-training quantization is simple to apply to an existing model; quantization-aware training, incorporating the precision reduction during training itself, preserves quality better at the cost of a more involved training pipeline.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-378,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2305.14314 ; https://arxiv.org/abs/1503.02531,qlora;distillation,49,"**Quantization**, reducing a model's numerical precision (32-bit down to 8-bit or even 4-bit), decreases memory use and increases speed, generally with real but often modest quality loss. Post-training quantization is simple to apply to an existing model; quantization-aware training, incorporating the precision reduction during training itself, preserves quality better at the cost of a more involved training pipeline.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
11,55,11.2 Model Compression: Making Models Smaller and Faster,"**Knowledge distillation** trains a smaller ""student"" model to replicate a larger ""teacher"" model's behavior, producing something that runs faster and cheaper at inference time while inheriting much of the teacher's quality. This is directly relevant to a design decision your Chapter 7 Customization Decision Memo may have touched on: a well-executed distillation can sometimes deliver most of a large model's value at a fraction of its ongoing inference cost, a trade-off worth naming explicitly if cost matters as much to your project as capability does.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-379,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2305.14314 ; https://arxiv.org/abs/1503.02531,qlora;distillation,53,"**Knowledge distillation** trains a smaller ""student"" model to replicate a larger ""teacher"" model's behavior, producing something that runs faster and cheaper at inference time while inheriting much of the teacher's quality. This is directly relevant to a design decision your Chapter 7 Customization Decision Memo may have touched on: a well-executed distillation can sometimes deliver most of a large model's value at a fraction of its ongoing inference cost, a trade-off worth naming explicitly if cost matters as much to your project as capability does.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
11,61,11.3 Performance Engineering,"None of these techniques are things you'd typically implement yourself when using a commercial API, they're mostly handled by the provider, but understanding that they exist, and roughly why they matter, helps you interpret a provider's latency claims and make sense of real performance differences between offerings that otherwise look similar on paper.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-380,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2309.06180 ; https://arxiv.org/abs/2211.17192,vllm;speculative,61,"None of these techniques are things you'd typically implement yourself when using a commercial API, they're mostly handled by the provider, but understanding that they exist, and roughly why they matter, helps you interpret a provider's latency claims and make sense of real performance differences between offerings that otherwise look similar on paper.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
11,67,11.4 Continuous Optimization,"A useful, minimal way to think about a routing decision that's been tuned this way, extending the design from Chapter 2 with the complexity and cost considerations this chapter has added:",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-381,CURRENT_AND_DURABLE,2026-09-18,,,67,"A useful, minimal way to think about a routing decision that's been tuned this way, extending the design from Chapter 2 with the complexity and cost considerations this chapter has added:",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
11,89,Connecting to Your Project: An Optimization Plan,"**Set a cost and latency budget.** Given your Chapter 2 model choices and Chapter 4 integration design, what would you actually expect to pay per query, and what latency would your users tolerate?",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-382,ILLUSTRATIVE_ONLY,2026-09-18,,,89,"**Set a cost and latency budget.** Given your Chapter 2 model choices and Chapter 4 integration design, what would you actually expect to pay per query, and what latency would your users tolerate?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
11,97,Case Study: Serving Search at Scale,"Search engines and large-scale recommendation systems were solving the ""serve enormous, unpredictable load with strict latency budgets"" problem years before generative AI existed, and the techniques this chapter covers, caching, batching, request prioritization, predictive scaling, are direct descendants of that older engineering discipline, adapted to the specific shape of LLM inference. A production LLM-serving system today routinely combines continuous batching, KV-caching, and quantized model variants simultaneously, exactly the kind of multi-technique stack this chapter has walked through piece by piece, deployed together because no single technique alone gets a system to the latency and cost targets real products actually need.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-383,ILLUSTRATIVE_ONLY,2026-09-18,https://arxiv.org/abs/2309.06180 ; https://huggingface.co/docs/text-generation-inference/main/index,vllm;tgi,99,"Search engines and large-scale recommendation systems were solving the ""serve enormous, unpredictable load with strict latency budgets"" problem years before generative AI existed, and the techniques this chapter covers, caching, batching, request prioritization, predictive scaling, are direct descendants of that older engineering discipline, adapted to the specific shape of LLM inference. A production LLM-serving system today routinely combines continuous batching, KV-caching, and quantized model variants simultaneously, exactly the kind of multi-technique stack this chapter has walked through piece by piece, deployed together because no single technique alone gets a system to the latency and cost targets real products actually need.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
11,103,Discussion Questions,"1. At what point does the added complexity of ensembles or model compression stop being worth the engineering cost, for a project at your scale?",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-384,ILLUSTRATIVE_ONLY,2026-09-18,,,105,"1. At what point does the added complexity of ensembles or model compression stop being worth the engineering cost, for a project at your scale?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
11,105,Discussion Questions,"3. How should organizations balance the environmental cost of running larger, less-optimized models (a theme from Chapter 1) against the real engineering cost of optimizing them?",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-385,ILLUSTRATIVE_ONLY,2026-09-18,,,107,"3. How should organizations balance the environmental cost of running larger, less-optimized models (a theme from Chapter 1) against the real engineering cost of optimizing them?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
11,126,Practice,"- Estimate your project's realistic query volume, then estimate roughly what a tenfold increase would do to your Chapter 4 cost plan.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-386,ILLUSTRATIVE_ONLY,2026-09-18,,,128,"- Estimate your project's realistic query volume, then estimate roughly what a tenfold increase would do to your Chapter 4 cost plan.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
11,134,Project Milestone: Optimization Plan,2. **Cost and latency budget**: What you'd expect to pay and how fast a response needs to be.,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-387,ILLUSTRATIVE_ONLY,2026-09-18,,,136,2. **Cost and latency budget**: What you'd expect to pay and how fast a response needs to be.,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
12,50,12.2 How Alignment Actually Happens: RLHF and Constitutional AI,"Pre-training, covered in Chapter 2, teaches a model to predict text; it does not, on its own, teach a model to be a good assistant. That gap is closed by a further training stage, and two related approaches dominate how it's currently done.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-388,REMOVE_OR_GENERALIZE,2026-09-18,,,46,"Pre-training, covered in Chapter 2, teaches a model to predict text; it does not, on its own, teach a model to be a good assistant. Post-training can reduce that gap, but no single recipe closes it completely. The following are documented approaches rather than an exhaustive account of current practice.","Pre-training, covered in Chapter 2, teaches a model to predict text; it does not, on its own, teach a model to be a good assistant. Post-training can reduce that gap, but no single recipe closes it completely. The following are documented approaches rather than an exhaustive account of current practice.",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. False completeness and dominance,RESOLVED
12,54,12.2 How Alignment Actually Happens: RLHF and Constitutional AI,"**Constitutional AI**, Anthropic's approach and the one referenced back in Chapter 1's discussion of Claude, modifies this recipe: instead of relying entirely on case-by-case human feedback for every training signal, a model is trained against a written set of principles, a ""constitution"", critiquing and revising its own draft responses against those principles before the final training step. This reduces dependence on human raters having to personally review every single harmful-content edge case, and it makes the model's guiding principles more explicit and inspectable than a purely feedback-driven approach would allow.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-389,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2305.18290 ; https://arxiv.org/abs/2203.02155 ; https://arxiv.org/abs/2501.12948,dpo;rlhf;deepseekr1,52,"**Constitutional AI**, Anthropic's approach and the one referenced back in Chapter 1's discussion of Claude, modifies this recipe: instead of relying entirely on case-by-case human feedback for every training signal, a model is trained against a written set of principles, a ""constitution"", critiquing and revising its own draft responses against those principles before the final training step. This reduces dependence on human raters having to personally review every single harmful-content edge case, and it makes the model's guiding principles more explicit and inspectable than a purely feedback-driven approach would allow.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
12,62,12.3 Interpretability: Looking Inside the Black Box,"**Mechanistic interpretability**, a specific and increasingly active research direction, tries to reverse-engineer a model's internal computations in real detail, identifying specific internal features that correspond to specific concepts, and tracing how those features combine to produce a particular behavior. Recent work in this area has had real success finding interpretable internal structure in large models, evidence that these systems aren't, in fact, complete black boxes forever out of reach, but the field remains genuinely early: for any given complex behavior in a current frontier model, a full mechanistic explanation is still usually out of reach.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-390,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2305.04388 ; https://arxiv.org/abs/1902.10186 ; https://distill.pub/2020/circuits/zoom-in/,unfaithful;attentionexplanation;interpretability,62,"**Mechanistic interpretability**, a specific and increasingly active research direction, tries to reverse-engineer a model's internal computations in real detail, identifying specific internal features that correspond to specific concepts, and tracing how those features combine to produce a particular behavior. Recent work in this area has had real success finding interpretable internal structure in large models, evidence that these systems aren't, in fact, complete black boxes forever out of reach, but the field remains genuinely early: for any given complex behavior in a current frontier model, a full mechanistic explanation is still usually out of reach.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
12,64,12.3 Interpretability: Looking Inside the Black Box,"Why does this matter practically, beyond scientific curiosity? Because interpretability is one of the few approaches that could, in principle, verify a model's actual internal reasoning rather than trusting its stated reasoning (which, as Chapter 3's discussion of chain-of-thought prompting should make you appropriately cautious about, a model's explanation for its own behavior is itself a generated output, not a transparent window into a real internal process). A model that says ""I chose this because X"" might be accurately reporting its process, or might be generating a plausible-sounding post-hoc justification, and today's tools often can't fully tell you which.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-391,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2305.04388 ; https://arxiv.org/abs/1902.10186 ; https://distill.pub/2020/circuits/zoom-in/,unfaithful;attentionexplanation;interpretability,64,"Why does this matter practically, beyond scientific curiosity? Because interpretability is one of the few approaches that could, in principle, verify a model's actual internal reasoning rather than trusting its stated reasoning (which, as Chapter 3's discussion of chain-of-thought prompting should make you appropriately cautious about, a model's explanation for its own behavior is itself a generated output, not a transparent window into a real internal process). A model that says ""I chose this because X"" might be accurately reporting its process, or might be generating a plausible-sounding post-hoc justification, and today's tools often can't fully tell you which.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
12,80,12.5 Alignment at the Frontier: Harder Problems Ahead,"**Alignment for agents**, the direct technical sequel to Chapter 5's safety discussion, is harder than alignment for a plain chatbot for exactly the reason section 5.1 argued: a subtly misaligned agent's mistakes are actions in the world, not text a user can simply disregard, so the same underlying alignment gap has a higher and more consequential ceiling the more autonomy and capability a system has.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-392,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2203.02155 ; https://arxiv.org/abs/2212.08073,rlhf;constitutional,82,"**Alignment for agents**, the direct technical sequel to Chapter 5's safety discussion, is harder than alignment for a plain chatbot for exactly the reason @sec-5-1 argued: a subtly misaligned agent's mistakes are actions in the world, not text a user can simply disregard, so the same underlying alignment gap has a higher and more consequential ceiling the more autonomy and capability a system has.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
12,90,Connecting to Your Project: A Red-Team Review,"**Attempt to break your own system, on paper.** Using your Chapter 3 prompts and your Chapter 5 agent capability plan (if applicable), walk through what a deliberately adversarial user would try, and predict, honestly, whether your current design would hold up.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-393,ILLUSTRATIVE_ONLY,2026-09-18,,,92,"**Attempt to break your own system, on paper.** Using your Chapter 3 prompts and your Chapter 5 agent capability plan (if applicable), walk through what a deliberately adversarial user would try, and predict, honestly, whether your current design would hold up.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
12,98,Case Study: Anthropic's Constitutional AI in Practice,"Anthropic developed Constitutional AI specifically to address a scaling problem with pure RLHF: producing enough high-quality human feedback to cover the enormous range of situations a deployed model actually encounters is expensive and, past a certain point, genuinely difficult to scale reliably. Constitutional AI's core move, training a model to critique and revise its own outputs against a written set of principles, reduces that dependency while making the model's actual guiding principles a document you can read and evaluate, rather than an implicit pattern buried entirely inside thousands of individual human judgments.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-394,ILLUSTRATIVE_ONLY,2026-09-18,,,100,"Bai and colleagues' 2022 Constitutional AI paper describes supervised critique/revision followed by reinforcement learning using AI-generated preference feedback. Written principles reduce some reliance on human labels for harmfulness, but humans still choose the principles and process. The reported results concern the studied system; they do not disclose the complete training recipe for every Claude release. [@constitutional]","Bai and colleagues' 2022 Constitutional AI paper describes supervised critique/revision followed by reinforcement learning using AI-generated preference feedback. Written principles reduce some reliance on human labels for harmfulness, but humans still choose the principles and process. The reported results concern the studied system; they do not disclose the complete training recipe for every Claude release. [@constitutional]","Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
12,112,Further Reading,"- Olah, C., et al., Anthropic's interpretability research (search for the most current work, this is one of the fastest-moving areas in the field) — a good entry point into the mechanistic interpretability research described in section 12.3.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-395,REMOVE_OR_GENERALIZE,2026-09-18,https://arxiv.org/abs/2212.08073 ; https://arxiv.org/abs/2203.02155 ; https://distill.pub/2020/circuits/zoom-in/,constitutional;rlhf;interpretability,112,"- *Constitutional AI: Harmlessness from AI Feedback* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@constitutional]
- *Training language models to follow instructions with human feedback* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@rlhf]
- *Zoom In: An Introduction to Circuits* (2020). A specific 2020 circuits article replaces the unspecified current-research recommendation. [@interpretability]","- *Constitutional AI: Harmlessness from AI Feedback* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@constitutional]
- *Training language models to follow instructions with human feedback* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@rlhf]
- *Zoom In: An Introduction to Circuits* (2020). A specific 2020 circuits article replaces the unspecified current-research recommendation. [@interpretability]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. ,RESOLVED
12,121,Key Takeaways,"- RLHF and Constitutional AI are the two dominant approaches to shaping model behavior after pre-training, both substantially reduce, but don't eliminate, misaligned behavior.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-396,REMOVE_OR_GENERALIZE,2026-09-18,https://arxiv.org/abs/2203.02155 ; https://arxiv.org/abs/2212.08073 ; https://arxiv.org/abs/2305.18290,rlhf;constitutional;dpo,123,"- Post-training includes supervised tuning, RLHF, Constitutional AI, and direct preference optimization; measured improvements do not establish universal alignment. [@rlhf; @constitutional; @dpo]","- Post-training includes supervised tuning, RLHF, Constitutional AI, and direct preference optimization; measured improvements do not establish universal alignment. [@rlhf; @constitutional; @dpo]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Qualify an unsupported universal claim and align with the technical discussion.,RESOLVED
12,125,Key Takeaways,"- Alignment gets harder, not easier, as systems gain capability and autonomy, exactly the trajectory Chapter 5's agents represent.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-397,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2203.02155 ; https://arxiv.org/abs/2212.08073 ; https://arxiv.org/abs/2305.18290,rlhf;constitutional;dpo,127,"- Alignment gets harder, not easier, as systems gain capability and autonomy, exactly the trajectory Chapter 5's agents represent.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
13,32,Key Terminologies and Concepts,"| **Content Moderation** | Detecting and filtering harmful, unsafe, or policy-violating content | Flagging generated text that constitutes harassment or hate speech |",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-398,CURRENT_AND_DURABLE,2026-09-18,,,30,"| **Content Moderation** | Detecting and filtering harmful, unsafe, or policy-violating content | Flagging generated text that constitutes harassment or hate speech |",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
13,47,13.1 The Responsibility Landscape,"Responsibility for managing these risks isn't concentrated in one role. **Individual developers** are responsible for following ethical practices, testing for bias and edge cases, and documenting real limitations rather than glossing over them. **Organizations** are responsible for establishing real review processes, providing training, and building genuine accountability mechanisms, not just a policy document nobody consults. **Industry and society** carry responsibility too: sharing best practices across organizational boundaries, supporting safety research, and engaging honestly with policymakers, the institutional side of the governance questions Chapter 14 covers in depth.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-399,CURRENT_AND_DURABLE,2026-09-18,,,45,"Responsibility for managing these risks isn't concentrated in one role. **Individual developers** are responsible for following ethical practices, testing for bias and edge cases, and documenting real limitations rather than glossing over them. **Organizations** are responsible for establishing real review processes, providing training, and building genuine accountability mechanisms, not just a policy document nobody consults. **Industry and society** carry responsibility too: sharing best practices across organizational boundaries, supporting safety research, and engaging honestly with policymakers, the institutional side of the governance questions Chapter 14 covers in depth.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
13,77,13.4 Content Moderation and Safety,"Content moderation grows more complex with every modality a system handles, a theme Chapter 9's multimodal discussion already previewed. Text moderation looks for hate speech, misinformation, and PII exposure; image moderation adds violent or disturbing imagery and manipulated media detection; audio moderation adds harmful speech content and voice-cloning detection, each modality bringing its own detection challenge, and content that combines modalities in a way no single-modality filter would catch on its own.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-400,CURRENT_AND_DURABLE,2026-09-18,,,79,"Content moderation grows more complex with every modality a system handles, a theme Chapter 9's multimodal discussion already previewed. Text moderation looks for hate speech, misinformation, and PII exposure; image moderation adds violent or disturbing imagery and manipulated media detection; audio moderation adds harmful speech content and voice-cloning detection, each modality bringing its own detection challenge, and content that combines modalities in a way no single-modality filter would catch on its own.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
13,89,13.4 Content Moderation and Safety,"Automated moderation should never be the entire system. **Human-in-the-loop review**, the same design principle from Chapter 5's agent safety discussion, handles the escalations, appeals, and genuinely ambiguous edge cases that need judgment an automated filter can't reliably supply, and feeds real cases back into improving the automated layer over time.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-401,CURRENT_AND_DURABLE,2026-09-18,,,91,"Automated moderation should never be the entire system. **Human-in-the-loop review**, the same design principle from Chapter 5's agent safety discussion, handles the escalations, appeals, and genuinely ambiguous edge cases that need judgment an automated filter can't reliably supply, and feeds real cases back into improving the automated layer over time.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
13,136,Key Takeaways,"- Differential privacy and federated learning offer formal, technical privacy guarantees beyond simple policy commitments.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-402,REMOVE_OR_GENERALIZE,2026-09-18,,,140,- Differential privacy offers a quantified guarantee under stated assumptions; federated learning alone does not guarantee privacy.,- Differential privacy offers a quantified guarantee under stated assumptions; federated learning alone does not guarantee privacy.,Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Summary privacy error,RESOLVED
13,155,Project Milestone: Ethics & Fairness Review,*End of Chapter 13. Chapter 14 turns from ethical practice to the legal and regulatory frameworks that increasingly require it.*,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-403,ILLUSTRATIVE_ONLY,2026-09-18,,,159,*End of Chapter 13. Chapter 14 turns from ethical practice to the legal and regulatory frameworks that increasingly require it.*,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
14,11,Introduction,"This chapter covers the legal and regulatory landscape a real AI deployment has to navigate: the emerging body of AI-specific regulation, the older bodies of law (copyright, liability) that AI has forced into new and unsettled territory, and the organizational governance structures that turn legal obligations into actual practice. None of this is settled law in the way, say, contract law is settled; you're studying a genuinely moving target, which is exactly why this chapter emphasizes the shape of the landscape and how to navigate it, rather than a fixed set of rules to memorize.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-404,REMOVE_OR_GENERALIZE,2026-09-18,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng ; https://www.ftc.gov/industry/technology/artificial-intelligence,aiact;gdpr;ftc,9,"This chapter covers AI-specific regulation, existing copyright and liability law, and organizational governance. Some rules are enacted and operative; others have future effective dates, and some applications remain contested. Calling the entire field unsettled would obscure duties that already apply. Use the dated EU and US examples below to learn how to check scope, status, and authority. [@aiact; @gdpr; @ftc]","This chapter covers AI-specific regulation, existing copyright and liability law, and organizational governance. Some rules are enacted and operative; others have future effective dates, and some applications remain contested. Calling the entire field unsettled would obscure duties that already apply. Use the dated EU and US examples below to learn how to check scope, status, and authority. [@aiact; @gdpr; @ftc]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. All law characterized as unsettled,RESOLVED
14,17,Learning Outcomes,- Describe the major AI-specific regulatory frameworks currently in effect or emerging,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-405,ILLUSTRATIVE_ONLY,2026-09-18,,,15,- Describe the major AI-specific regulatory frameworks currently in effect or emerging,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
14,19,Learning Outcomes,- Identify which regulations plausibly apply to a given AI system based on its domain and deployment,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-406,ILLUSTRATIVE_ONLY,2026-09-18,,,17,- Identify which regulations plausibly apply to a given AI system based on its domain and deployment,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
14,21,Learning Outcomes,- Navigate genuine regulatory uncertainty without either ignoring it or being paralyzed by it,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-407,ILLUSTRATIVE_ONLY,2026-09-18,,,19,- Navigate genuine regulatory uncertainty without either ignoring it or being paralyzed by it,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
14,27,Key Terminologies and Concepts,"| **EU AI Act** | The European Union's comprehensive AI regulation, classifying systems by risk level | A risk-based framework imposing different obligations on low-risk versus high-risk AI systems |",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-408,REMOVE_OR_GENERALIZE,2026-09-18,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng ; https://ai-act-service-desk.ec.europa.eu/en/ai-act/eu-ai-act-implementation-timeline ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng ; https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf ; https://eur-lex.europa.eu/eli/dir/2019/790/oj/eng ; https://www.nyc.gov/site/dca/about/automated-employment-decision-tools.page,aiact;aitimeline;gdpr;bartz;eucopyright;nycaedt,25,"| **EU AI Act** | The European Union's comprehensive AI regulation, classifying systems by risk level | EU, 2026-09-18: obligations depend on intended purpose, actor, and staged application dates [@aiact; @aitimeline] |","| **EU AI Act** | The European Union's comprehensive AI regulation, classifying systems by risk level | EU, 2026-09-18: obligations depend on intended purpose, actor, and staged application dates [@aiact; @aitimeline] |","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Specify legal glossary and summary jurisdiction, date, source, and limits.",RESOLVED
14,28,Key Terminologies and Concepts,"| **GDPR** | The EU's data protection regulation, with specific provisions affecting automated decision-making | The right to an explanation for certain automated decisions affecting an individual |",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-409,REMOVE_OR_GENERALIZE,2026-09-18,https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng ; https://curia.europa.eu/site/upload/docs/application/pdf/2025-02/cp250022en.pdf,gdpr;cjeu,25,"| **GDPR** | The EU's data protection regulation, with specific provisions affecting automated decision-making | EU, as of 2026-09-18: Articles 13–15 and 22 govern information and safeguards for qualifying automated decisions [@gdpr; @cjeu] |","| **GDPR** | The EU's data protection regulation, with specific provisions affecting automated decision-making | EU, as of 2026-09-18: Articles 13–15 and 22 govern information and safeguards for qualifying automated decisions [@gdpr; @cjeu] |",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. GDPR blanket explanation right,RESOLVED
