chapter,section,source_line,severity,original_claim_or_example,issue,evidence,correction,status
2,Key Terminologies and Concepts,55,LOW,"| **RLHF (Reinforcement Learning from Human Feedback)** | Training technique where humans compare model outputs and the model learns to produce responses that align with human preferences | Used to make ChatGPT helpful, honest, and harmless by learning from human rankings |
| **Inference** | The process of using a trained model to generate predictions or outputs | What happens when you send a prompt to ChatGPT and get a response |
| **Autoregressive Generation** | Building outputs one token at a time, where each new token depends on all previous tokens | ""Machine"" → ""learning"" → ""is"" → ""a"" → ""field..."" (each word informed by all previous words) |
| **Temperature** | A parameter controlling randomness in generation; lower = more deterministic, higher = more creative | Temperature changes sampling, not truthfulness; supported controls vary |
| **Parameters** | The learned weights in a neural network that determine its behavior; parameter count alone does not determine task performance | GPT-3: 175 billion parameters; GPT-4 parameter count was not disclosed in its technical report [@gpt3; @gpt4] |
| **Context Window** | The maximum amount of text (in tokens) a model can process in a single interaction | Check the exact model/version and separate input, output, and total limits |
| **Latency** | The time between sending a request and receiving the first token of the response | Measure time to first token and total completion latency on the target workload |
| **Throughput** | The number of tokens or requests a system can process per unit time | Report aggregate versus per-request throughput, hardware, load, and token lengths |
| **Model Family** | A collection of related models from the same organization, often with different sizes and capabilities | OpenAI GPT family: GPT-3.5 Turbo, GPT-4, GPT-4 Turbo |
| **Constitutional AI** | Anthropic's approach to AI safety where models are trained to follow a set of principles (constitution) for helpful, honest, harmless behavior | Claude models use Constitutional AI to refuse harmful requests while remaining helpful |
| **Quantization** | Reducing model precision (e.g., from 32-bit to 8-bit) to reduce storage; speed and quality effects depend on hardware and method | A 70B model needs about 35 GB for 4-bit weights alone, plus runtime memory |
| **LoRA (Low-Rank Adaptation)** | An efficient fine-tuning technique that updates only small adapter layers instead of all model weights | The trainable fraction depends on rank and which modules are adapted [@lora] |
| **Emergent Capabilities** | Abilities that appear unexpectedly as models scale up, not explicitly programmed during training | Chain-of-thought reasoning emerged in large models without specific training for it |
| **Scaling Laws** | Predictable relationships between model size, data size, compute, and performance | Empirical loss trends depend on data, compute, and model scale [@scaling; @chinchilla] |
| **Zero-shot** | Model is prompted without task demonstrations; pre-training or prior tuning may include related tasks | Asking GPT-4 to translate French without providing translation examples |
| **Few-shot** | Model conditions on a few prompt demonstrations without updating its weights | Showing 3 examples of sentiment classification, then asking it to classify new text |
| **Prompt Engineering** | The practice of carefully crafting inputs to elicit desired outputs from language models | Step-by-step prompting improved selected historical benchmarks; evaluate it per model [@zerocot] |
| **System Prompt** | Instructions that set the model's behavior, role, or constraints before the conversation begins | ""You are a helpful medical assistant. Always cite sources and acknowledge uncertainty."" |
| **Hallucination** | When a model generates plausible-sounding but factually incorrect information | Confidently stating that a person won an award they never received |
| **Model Routing** | Intelligently selecting which model to use based on query complexity, cost, and performance requirements | Route among deployments whose quality, latency, and cost you have measured |
| **Caching** | Storing and reusing previous model outputs to reduce cost and latency for repeated or similar queries | Storing FAQ answers to avoid re-generating the same response |
| **Fallback Strategy** | Having backup models available if the primary model fails or is unavailable | Use an approved compatible fallback after checking data-handling and capability constraints |
| **API (Application Programming Interface)** | A standardized way to access model capabilities programmatically | A provider endpoint accepting a documented request schema |
| **Batch Processing** | Processing multiple requests together for efficiency, trading immediate response for lower cost | An asynchronous batch service may trade turnaround time for lower prices; check its terms |
| **Streaming** | Receiving model output token-by-token as it's generated rather than waiting for completion | ChatGPT showing words appear gradually rather than all at once |
| **Rate Limiting** | Restrictions on how many requests can be made to an API in a given time period | Limits depend on model, account tier, and request/token budgets [@openairelimits] |",Attach primary evidence to the claim rather than relying only on Further Reading.,https://arxiv.org/abs/2203.02155,"| **RLHF (Reinforcement Learning from Human Feedback)** | Training technique where humans compare model outputs and the model learns to produce responses that align with human preferences | Used to make ChatGPT helpful, honest, and harmless by learning from human rankings [@rlhf] |
| **Inference** | The process of using a trained model to generate predictions or outputs | What happens when you send a prompt to ChatGPT and get a response |
| **Autoregressive Generation** | Building outputs one token at a time, where each new token depends on all previous tokens | ""Machine"" → ""learning"" → ""is"" → ""a"" → ""field..."" (each word informed by all previous words) |
| **Temperature** | A parameter controlling randomness in generation; lower = more deterministic, higher = more creative | Temperature changes sampling, not truthfulness; supported controls vary |
| **Parameters** | The learned weights in a neural network that determine its behavior; parameter count alone does not determine task performance | GPT-3: 175 billion parameters; GPT-4 parameter count was not disclosed in its technical report [@gpt3; @gpt4] |
| **Context Window** | The maximum amount of text (in tokens) a model can process in a single interaction | Check the exact model/version and separate input, output, and total limits |
| **Latency** | The time between sending a request and receiving the first token of the response | Measure time to first token and total completion latency on the target workload |
| **Throughput** | The number of tokens or requests a system can process per unit time | Report aggregate versus per-request throughput, hardware, load, and token lengths |
| **Model Family** | A collection of related models from the same organization, often with different sizes and capabilities | OpenAI GPT family: GPT-3.5 Turbo, GPT-4, GPT-4 Turbo |
| **Constitutional AI** | Anthropic's approach to AI safety where models are trained to follow a set of principles (constitution) for helpful, honest, harmless behavior | Claude models use Constitutional AI to refuse harmful requests while remaining helpful |
| **Quantization** | Reducing model precision (e.g., from 32-bit to 8-bit) to reduce storage; speed and quality effects depend on hardware and method | A 70B model needs about 35 GB for 4-bit weights alone, plus runtime memory |
| **LoRA (Low-Rank Adaptation)** | An efficient fine-tuning technique that updates only small adapter layers instead of all model weights | The trainable fraction depends on rank and which modules are adapted [@lora] |
| **Emergent Capabilities** | Abilities that appear unexpectedly as models scale up, not explicitly programmed during training | Chain-of-thought reasoning emerged in large models without specific training for it |
| **Scaling Laws** | Predictable relationships between model size, data size, compute, and performance | Empirical loss trends depend on data, compute, and model scale [@scaling; @chinchilla] |
| **Zero-shot** | Model is prompted without task demonstrations; pre-training or prior tuning may include related tasks | Asking GPT-4 to translate French without providing translation examples |
| **Few-shot** | Model conditions on a few prompt demonstrations without updating its weights | Showing 3 examples of sentiment classification, then asking it to classify new text |
| **Prompt Engineering** | The practice of carefully crafting inputs to elicit desired outputs from language models | Step-by-step prompting improved selected historical benchmarks; evaluate it per model [@zerocot] |
| **System Prompt** | Instructions that set the model's behavior, role, or constraints before the conversation begins | ""You are a helpful medical assistant. Always cite sources and acknowledge uncertainty."" |
| **Hallucination** | When a model generates plausible-sounding but factually incorrect information | Confidently stating that a person won an award they never received |
| **Model Routing** | Intelligently selecting which model to use based on query complexity, cost, and performance requirements | Route among deployments whose quality, latency, and cost you have measured |
| **Caching** | Storing and reusing previous model outputs to reduce cost and latency for repeated or similar queries | Storing FAQ answers to avoid re-generating the same response |
| **Fallback Strategy** | Having backup models available if the primary model fails or is unavailable | Use an approved compatible fallback after checking data-handling and capability constraints |
| **API (Application Programming Interface)** | A standardized way to access model capabilities programmatically | A provider endpoint accepting a documented request schema |
| **Batch Processing** | Processing multiple requests together for efficiency, trading immediate response for lower cost | An asynchronous batch service may trade turnaround time for lower prices; check its terms |
| **Streaming** | Receiving model output token-by-token as it's generated rather than waiting for completion | ChatGPT showing words appear gradually rather than all at once |
| **Rate Limiting** | Restrictions on how many requests can be made to an API in a given time period | Limits depend on model, account tier, and request/token budgets [@openairelimits] |",RESOLVED
2,Key Terminologies and Concepts,64,LOW,"| **Constitutional AI** | Anthropic's approach to AI safety where models are trained to follow a set of principles (constitution) for helpful, honest, harmless behavior | Claude models use Constitutional AI to refuse harmful requests while remaining helpful |
| **Quantization** | Reducing model precision (e.g., from 32-bit to 8-bit) to reduce storage; speed and quality effects depend on hardware and method | A 70B model needs about 35 GB for 4-bit weights alone, plus runtime memory |
| **LoRA (Low-Rank Adaptation)** | An efficient fine-tuning technique that updates only small adapter layers instead of all model weights | The trainable fraction depends on rank and which modules are adapted [@lora] |
| **Emergent Capabilities** | Abilities that appear unexpectedly as models scale up, not explicitly programmed during training | Chain-of-thought reasoning emerged in large models without specific training for it |
| **Scaling Laws** | Predictable relationships between model size, data size, compute, and performance | Empirical loss trends depend on data, compute, and model scale [@scaling; @chinchilla] |
| **Zero-shot** | Model is prompted without task demonstrations; pre-training or prior tuning may include related tasks | Asking GPT-4 to translate French without providing translation examples |
| **Few-shot** | Model conditions on a few prompt demonstrations without updating its weights | Showing 3 examples of sentiment classification, then asking it to classify new text |
| **Prompt Engineering** | The practice of carefully crafting inputs to elicit desired outputs from language models | Step-by-step prompting improved selected historical benchmarks; evaluate it per model [@zerocot] |
| **System Prompt** | Instructions that set the model's behavior, role, or constraints before the conversation begins | ""You are a helpful medical assistant. Always cite sources and acknowledge uncertainty."" |
| **Hallucination** | When a model generates plausible-sounding but factually incorrect information | Confidently stating that a person won an award they never received |
| **Model Routing** | Intelligently selecting which model to use based on query complexity, cost, and performance requirements | Route among deployments whose quality, latency, and cost you have measured |
| **Caching** | Storing and reusing previous model outputs to reduce cost and latency for repeated or similar queries | Storing FAQ answers to avoid re-generating the same response |
| **Fallback Strategy** | Having backup models available if the primary model fails or is unavailable | Use an approved compatible fallback after checking data-handling and capability constraints |
| **API (Application Programming Interface)** | A standardized way to access model capabilities programmatically | A provider endpoint accepting a documented request schema |
| **Batch Processing** | Processing multiple requests together for efficiency, trading immediate response for lower cost | An asynchronous batch service may trade turnaround time for lower prices; check its terms |
| **Streaming** | Receiving model output token-by-token as it's generated rather than waiting for completion | ChatGPT showing words appear gradually rather than all at once |
| **Rate Limiting** | Restrictions on how many requests can be made to an API in a given time period | Limits depend on model, account tier, and request/token budgets [@openairelimits] |",Attach primary evidence to the claim rather than relying only on Further Reading.,https://arxiv.org/abs/2212.08073,"| **Constitutional AI** | Anthropic's approach to AI safety where models are trained to follow a set of principles (constitution) for helpful, honest, harmless behavior | Claude models use Constitutional AI to refuse harmful requests while remaining helpful [@constitutional] |
| **Quantization** | Reducing model precision (e.g., from 32-bit to 8-bit) to reduce storage; speed and quality effects depend on hardware and method | A 70B model needs about 35 GB for 4-bit weights alone, plus runtime memory |
| **LoRA (Low-Rank Adaptation)** | An efficient fine-tuning technique that updates only small adapter layers instead of all model weights | The trainable fraction depends on rank and which modules are adapted [@lora] |
| **Emergent Capabilities** | Abilities that appear unexpectedly as models scale up, not explicitly programmed during training | Chain-of-thought reasoning emerged in large models without specific training for it |
| **Scaling Laws** | Predictable relationships between model size, data size, compute, and performance | Empirical loss trends depend on data, compute, and model scale [@scaling; @chinchilla] |
| **Zero-shot** | Model is prompted without task demonstrations; pre-training or prior tuning may include related tasks | Asking GPT-4 to translate French without providing translation examples |
| **Few-shot** | Model conditions on a few prompt demonstrations without updating its weights | Showing 3 examples of sentiment classification, then asking it to classify new text |
| **Prompt Engineering** | The practice of carefully crafting inputs to elicit desired outputs from language models | Step-by-step prompting improved selected historical benchmarks; evaluate it per model [@zerocot] |
| **System Prompt** | Instructions that set the model's behavior, role, or constraints before the conversation begins | ""You are a helpful medical assistant. Always cite sources and acknowledge uncertainty."" |
| **Hallucination** | When a model generates plausible-sounding but factually incorrect information | Confidently stating that a person won an award they never received |
| **Model Routing** | Intelligently selecting which model to use based on query complexity, cost, and performance requirements | Route among deployments whose quality, latency, and cost you have measured |
| **Caching** | Storing and reusing previous model outputs to reduce cost and latency for repeated or similar queries | Storing FAQ answers to avoid re-generating the same response |
| **Fallback Strategy** | Having backup models available if the primary model fails or is unavailable | Use an approved compatible fallback after checking data-handling and capability constraints |
| **API (Application Programming Interface)** | A standardized way to access model capabilities programmatically | A provider endpoint accepting a documented request schema |
| **Batch Processing** | Processing multiple requests together for efficiency, trading immediate response for lower cost | An asynchronous batch service may trade turnaround time for lower prices; check its terms |
| **Streaming** | Receiving model output token-by-token as it's generated rather than waiting for completion | ChatGPT showing words appear gradually rather than all at once |
| **Rate Limiting** | Restrictions on how many requests can be made to an API in a given time period | Limits depend on model, account tier, and request/token budgets [@openairelimits] |",RESOLVED
2,The Transformer Revolution: Why Everything Changed {#sec-2-1},90,LOW,"Then in 2017, a team at Google published a paper with an audacious title: ""Attention Is All You Need."" They introduced an architecture so elegant, so powerful, that it sparked the AI revolution we're experiencing today. That architecture was the **transformer**.",Attach primary evidence to the claim rather than relying only on Further Reading.,https://arxiv.org/abs/1706.03762,"Then in 2017, a team at Google published a paper with an audacious title: ""Attention Is All You Need."" They introduced an architecture so elegant, so powerful, that it sparked the AI revolution we're experiencing today. That architecture was the **transformer**. [@vaswani2017attention]",RESOLVED
2,RLHF: Aligning with Human Values,343,LOW,Perhaps the most fascinating part of modern AI development is **Reinforcement Learning from Human Feedback (RLHF)**. Human evaluators compare different responses and indicate their preferences:,Attach primary evidence to the claim rather than relying only on Further Reading.,https://arxiv.org/abs/2203.02155,Perhaps the most fascinating part of modern AI development is **Reinforcement Learning from Human Feedback (RLHF)**. Human evaluators compare different responses and indicate their preferences: [@rlhf],RESOLVED
3,Key Terminologies and Concepts,45,LOW,"| **Instruction Following** | The model's ability to follow specific directions in prompts | Modern models excel at this after instruction-tuning and RLHF |
| **Output Formatting** | Specifying desired response structure (JSON, bullet points, etc.) | ""Respond in JSON with fields: title, summary, confidence_score"" |
| **Constraint** | Explicit limitations or requirements in the prompt | ""Answer in exactly 100 words"" or ""Use only information from the provided context"" |
| **Hallucination** | When models generate plausible-sounding but incorrect information | Prompts can reduce hallucinations by explicitly requesting citations |
| **Prompt Optimization** | Systematic process of testing and improving prompt effectiveness | A/B testing different prompt variations to maximize response quality |
| **Meta-Prompting** | Using AI to generate or improve prompts | ""Generate 5 variations of this prompt, each optimized for different aspects"" |
| **Delimiter** | Special characters marking sections in prompts | Using """""" or \### to separate instructions from user input |
| **Example Selection** | Choosing which examples to include in few-shot prompts | Strategic selection can dramatically impact model performance |",Attach primary evidence to the claim rather than relying only on Further Reading.,https://arxiv.org/abs/2203.02155,"| **Instruction Following** | The model's ability to follow specific directions in prompts | Modern models excel at this after instruction-tuning and RLHF [@rlhf] |
| **Output Formatting** | Specifying desired response structure (JSON, bullet points, etc.) | ""Respond in JSON with fields: title, summary, confidence_score"" |
| **Constraint** | Explicit limitations or requirements in the prompt | ""Answer in exactly 100 words"" or ""Use only information from the provided context"" |
| **Hallucination** | When models generate plausible-sounding but incorrect information | Prompts can reduce hallucinations by explicitly requesting citations |
| **Prompt Optimization** | Systematic process of testing and improving prompt effectiveness | A/B testing different prompt variations to maximize response quality |
| **Meta-Prompting** | Using AI to generate or improve prompts | ""Generate 5 variations of this prompt, each optimized for different aspects"" |
| **Delimiter** | Special characters marking sections in prompts | Using """""" or \### to separate instructions from user input |
| **Example Selection** | Choosing which examples to include in few-shot prompts | Strategic selection can dramatically impact model performance |",RESOLVED
7,Key Terminologies and Concepts,26,LOW,"| **Parameter-Efficient Fine-tuning (PEFT)** | A family of techniques that update only a small fraction of parameters | LoRA, QLoRA, adapters |
| **LoRA (Low-Rank Adaptation)** | A PEFT technique that adds small trainable matrices rather than updating existing weights | Fine-tuning a model by adjusting well under 1% of its parameters |
| **QLoRA** | LoRA combined with 4-bit quantization, enabling fine-tuning of large models on modest hardware | QLoRA reported a 65B model on one 48 GB GPU; requirements vary [@qlora] |
| **Adapters** | Small, swappable neural network modules inserted between existing layers | Task-specific modules that share one base model across use cases |
| **Catastrophic Forgetting** | A model losing previously learned general capabilities while being fine-tuned on narrow data | A model that becomes excellent at one task but noticeably worse at general conversation |
| **Training Data Curation** | The process of selecting, cleaning, and validating examples for fine-tuning | Removing duplicate or low-quality examples before training |
| **Hyperparameters** | Configuration values that control the training process itself | Learning rate, batch size, number of epochs |
| **Overfitting** | A model that performs well on training data but poorly on new, unseen inputs | A model that has memorized training examples rather than learned generalizable patterns |
| **Perplexity** | An automated metric measuring how well a model predicts held-out text | Lower perplexity generally indicates a better language model fit |
| **Held-Out Evaluation Set** | Data set aside and never used in training, reserved for honest evaluation | Confirms a model didn't just memorize its training examples |",Attach primary evidence to the claim rather than relying only on Further Reading.,https://arxiv.org/abs/2106.09685 ; https://arxiv.org/abs/2305.14314,"| **Parameter-Efficient Fine-tuning (PEFT)** | A family of techniques that update only a small fraction of parameters | LoRA, QLoRA, adapters [@lora; @qlora] |
| **LoRA (Low-Rank Adaptation)** | A PEFT technique that adds small trainable matrices rather than updating existing weights | Fine-tuning a model by adjusting well under 1% of its parameters |
| **QLoRA** | LoRA combined with 4-bit quantization, enabling fine-tuning of large models on modest hardware | QLoRA reported a 65B model on one 48 GB GPU; requirements vary [@qlora] |
| **Adapters** | Small, swappable neural network modules inserted between existing layers | Task-specific modules that share one base model across use cases |
| **Catastrophic Forgetting** | A model losing previously learned general capabilities while being fine-tuned on narrow data | A model that becomes excellent at one task but noticeably worse at general conversation |
| **Training Data Curation** | The process of selecting, cleaning, and validating examples for fine-tuning | Removing duplicate or low-quality examples before training |
| **Hyperparameters** | Configuration values that control the training process itself | Learning rate, batch size, number of epochs |
| **Overfitting** | A model that performs well on training data but poorly on new, unseen inputs | A model that has memorized training examples rather than learned generalizable patterns |
| **Perplexity** | An automated metric measuring how well a model predicts held-out text | Lower perplexity generally indicates a better language model fit |
| **Held-Out Evaluation Set** | Data set aside and never used in training, reserved for honest evaluation | Confirms a model didn't just memorize its training examples |",RESOLVED
7,Key Terminologies and Concepts,27,LOW,"| **LoRA (Low-Rank Adaptation)** | A PEFT technique that adds small trainable matrices rather than updating existing weights | Fine-tuning a model by adjusting well under 1% of its parameters |
| **QLoRA** | LoRA combined with 4-bit quantization, enabling fine-tuning of large models on modest hardware | QLoRA reported a 65B model on one 48 GB GPU; requirements vary [@qlora] |
| **Adapters** | Small, swappable neural network modules inserted between existing layers | Task-specific modules that share one base model across use cases |
| **Catastrophic Forgetting** | A model losing previously learned general capabilities while being fine-tuned on narrow data | A model that becomes excellent at one task but noticeably worse at general conversation |
| **Training Data Curation** | The process of selecting, cleaning, and validating examples for fine-tuning | Removing duplicate or low-quality examples before training |
| **Hyperparameters** | Configuration values that control the training process itself | Learning rate, batch size, number of epochs |
| **Overfitting** | A model that performs well on training data but poorly on new, unseen inputs | A model that has memorized training examples rather than learned generalizable patterns |
| **Perplexity** | An automated metric measuring how well a model predicts held-out text | Lower perplexity generally indicates a better language model fit |
| **Held-Out Evaluation Set** | Data set aside and never used in training, reserved for honest evaluation | Confirms a model didn't just memorize its training examples |",Attach primary evidence to the claim rather than relying only on Further Reading.,https://arxiv.org/abs/2106.09685,"| **LoRA (Low-Rank Adaptation)** | A PEFT technique that adds small trainable matrices rather than updating existing weights | Fine-tuning a model by adjusting well under 1% of its parameters [@lora] |
| **QLoRA** | LoRA combined with 4-bit quantization, enabling fine-tuning of large models on modest hardware | QLoRA reported a 65B model on one 48 GB GPU; requirements vary [@qlora] |
| **Adapters** | Small, swappable neural network modules inserted between existing layers | Task-specific modules that share one base model across use cases |
| **Catastrophic Forgetting** | A model losing previously learned general capabilities while being fine-tuned on narrow data | A model that becomes excellent at one task but noticeably worse at general conversation |
| **Training Data Curation** | The process of selecting, cleaning, and validating examples for fine-tuning | Removing duplicate or low-quality examples before training |
| **Hyperparameters** | Configuration values that control the training process itself | Learning rate, batch size, number of epochs |
| **Overfitting** | A model that performs well on training data but poorly on new, unseen inputs | A model that has memorized training examples rather than learned generalizable patterns |
| **Perplexity** | An automated metric measuring how well a model predicts held-out text | Lower perplexity generally indicates a better language model fit |
| **Held-Out Evaluation Set** | Data set aside and never used in training, reserved for honest evaluation | Confirms a model didn't just memorize its training examples |",RESOLVED
8,Finding Current Sources {#sec-8-2},45,LOW,"**arXiv** is a widely used source of AI preprints, often months before, or instead of, formal conference publication. Learning to search it directly, rather than relying on general web search to surface AI papers, is a genuinely high-leverage skill.",Attach primary evidence to the claim rather than relying only on Further Reading.,https://info.arxiv.org/help/moderation/index.html,"**arXiv** is a widely used source of AI preprints, often months before, or instead of, formal conference publication. Learning to search it directly, rather than relying on general web search to surface AI papers, is a genuinely high-leverage skill. [@arxivhelp]",RESOLVED
12,Key Terminologies and Concepts,24,LOW,"| **RLHF (Reinforcement Learning from Human Feedback)** | A training technique where human preference comparisons teach a model to produce more helpful, honest responses | Humans rank multiple model responses; the model learns to produce more of what's ranked highly |
| **Constitutional AI** | An approach where a model is trained against a written set of principles, reducing reliance on case-by-case human feedback | A model critiques and revises its own responses against explicit written guidelines |
| **Reward Hacking** | A model finding a way to score well on its training objective without actually achieving the intended goal | A model optimized for ""user approval"" learning to be agreeable rather than accurate |
| **Interpretability** | Research aimed at understanding what's actually happening inside a model, rather than only observing its outputs | Identifying which internal features correspond to a model representing a specific concept |
| **Mechanistic Interpretability** | A specific approach to interpretability that tries to reverse-engineer a model's internal computations in detail | Tracing exactly how a model represents and manipulates a specific fact internally |
| **Red-Teaming** | Systematically probing a system for safety failures and vulnerabilities before real users find them | A dedicated effort to find prompts that bypass a model's safety training |
| **Jailbreak** | A prompt or technique specifically designed to bypass a model's safety training | A carefully crafted input that gets a model to ignore its guidelines |
| **Specification Gaming** | A system technically satisfying its stated objective while violating its actual intent | Optimizing a metric in a way that technically improves the number while making the real outcome worse |
| **Scalable Oversight** | Techniques for maintaining meaningful human oversight of AI systems as their capabilities exceed what a human can fully evaluate directly | Using AI assistance to help humans evaluate increasingly complex AI outputs |",Attach primary evidence to the claim rather than relying only on Further Reading.,https://arxiv.org/abs/2203.02155,"| **RLHF (Reinforcement Learning from Human Feedback)** | A training technique where human preference comparisons teach a model to produce more helpful, honest responses | Humans rank multiple model responses; the model learns to produce more of what's ranked highly [@rlhf] |
| **Constitutional AI** | An approach where a model is trained against a written set of principles, reducing reliance on case-by-case human feedback | A model critiques and revises its own responses against explicit written guidelines |
| **Reward Hacking** | A model finding a way to score well on its training objective without actually achieving the intended goal | A model optimized for ""user approval"" learning to be agreeable rather than accurate |
| **Interpretability** | Research aimed at understanding what's actually happening inside a model, rather than only observing its outputs | Identifying which internal features correspond to a model representing a specific concept |
| **Mechanistic Interpretability** | A specific approach to interpretability that tries to reverse-engineer a model's internal computations in detail | Tracing exactly how a model represents and manipulates a specific fact internally |
| **Red-Teaming** | Systematically probing a system for safety failures and vulnerabilities before real users find them | A dedicated effort to find prompts that bypass a model's safety training |
| **Jailbreak** | A prompt or technique specifically designed to bypass a model's safety training | A carefully crafted input that gets a model to ignore its guidelines |
| **Specification Gaming** | A system technically satisfying its stated objective while violating its actual intent | Optimizing a metric in a way that technically improves the number while making the real outcome worse |
| **Scalable Oversight** | Techniques for maintaining meaningful human oversight of AI systems as their capabilities exceed what a human can fully evaluate directly | Using AI assistance to help humans evaluate increasingly complex AI outputs |",RESOLVED
12,Key Terminologies and Concepts,24,LOW,"**RLHF (Reinforcement Learning from Human Feedback)** | A training technique where human preference comparisons teach a model to produce more helpful, honest responses | Humans rank multiple model responses; the model learns to produce more of what's ranked highly [@rlhf] |
| **Constitutional AI** | An approach where a model is trained against a written set of principles, reducing reliance on case-by-case human feedback | A model critiques and revises its own responses against explicit written guidelines |
| **Reward Hacking** | A model finding a way to score well on its training objective without actually achieving the intended goal | A model optimized for ""user approval"" learning to be agreeable rather than accurate |
| **Interpretability** | Research aimed at understanding what's actually happening inside a model, rather than only observing its outputs | Identifying which internal features correspond to a model representing a specific concept |
| **Mechanistic Interpretability** | A specific approach to interpretability that tries to reverse-engineer a model's internal computations in detail | Tracing exactly how a model represents and manipulates a specific fact internally |
| **Red-Teaming** | Systematically probing a system for safety failures and vulnerabilities before real users find them | A dedicated effort to find prompts that bypass a model's safety training |
| **Jailbreak** | A prompt or technique specifically designed to bypass a model's safety training | A carefully crafted input that gets a model to ignore its guidelines |
| **Specification Gaming** | A system technically satisfying its stated objective while violating its actual intent | Optimizing a metric in a way that technically improves the number while making the real outcome worse |
| **Scalable Oversight** | Techniques for maintaining meaningful human oversight of AI systems as their capabilities exceed what a human can fully evaluate directly | Using AI assistance to help humans evaluate increasingly complex AI outputs |",Attach primary evidence to the claim rather than relying only on Further Reading.,https://arxiv.org/abs/2203.02155,"**RLHF (Reinforcement Learning from Human Feedback)** | A training technique where human preference comparisons teach a model to produce more helpful, honest responses | Humans rank multiple model responses; the model learns to produce more of what's ranked highly [@rlhf] |
| **Constitutional AI** | An approach where a model is trained against a written set of principles, reducing reliance on case-by-case human feedback | A model critiques and revises its own responses against explicit written guidelines |
| **Reward Hacking** | A model finding a way to score well on its training objective without actually achieving the intended goal | A model optimized for ""user approval"" learning to be agreeable rather than accurate |
| **Interpretability** | Research aimed at understanding what's actually happening inside a model, rather than only observing its outputs | Identifying which internal features correspond to a model representing a specific concept |
| **Mechanistic Interpretability** | A specific approach to interpretability that tries to reverse-engineer a model's internal computations in detail | Tracing exactly how a model represents and manipulates a specific fact internally |
| **Red-Teaming** | Systematically probing a system for safety failures and vulnerabilities before real users find them | A dedicated effort to find prompts that bypass a model's safety training |
| **Jailbreak** | A prompt or technique specifically designed to bypass a model's safety training | A carefully crafted input that gets a model to ignore its guidelines |
| **Specification Gaming** | A system technically satisfying its stated objective while violating its actual intent | Optimizing a metric in a way that technically improves the number while making the real outcome worse |
| **Scalable Oversight** | Techniques for maintaining meaningful human oversight of AI systems as their capabilities exceed what a human can fully evaluate directly | Using AI assistance to help humans evaluate increasingly complex AI outputs | [@rlhf]",RESOLVED
14,Key Terminologies and Concepts,25,MEDIUM,A risk-based framework imposing different obligations on low-risk versus high-risk AI systems,"Specify legal glossary and summary jurisdiction, date, source, and limits.",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng ; https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf ; https://eur-lex.europa.eu/eli/dir/2019/790/oj/eng ; https://www.nyc.gov/site/dca/about/automated-employment-decision-tools.page,"EU, 2026-09-18: obligations depend on intended purpose, actor, and staged application dates [@aiact; @aitimeline]",RESOLVED
14,Key Terminologies and Concepts,27,MEDIUM,A resume-screening tool faces stricter requirements than a spam filter,"Specify legal glossary and summary jurisdiction, date, source, and limits.",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng ; https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf ; https://eur-lex.europa.eu/eli/dir/2019/790/oj/eng ; https://www.nyc.gov/site/dca/about/automated-employment-decision-tools.page,"EU, 2026-09-18: employment uses may fall under Annex III, subject to scope, exceptions, and application dates [@aiact; @aitimeline]",RESOLVED
14,Key Terminologies and Concepts,28,MEDIUM,Bias-auditing requirements in certain jurisdictions or sectors,"Specify legal glossary and summary jurisdiction, date, source, and limits.",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng ; https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf ; https://eur-lex.europa.eu/eli/dir/2019/790/oj/eng ; https://www.nyc.gov/site/dca/about/automated-employment-decision-tools.page,"NYC, 2026-09-18: covered employment tools face bias-audit and notice requirements [@nycaedt]",RESOLVED
14,Key Terminologies and Concepts,29,MEDIUM,The unsettled legal question of whether and how copyrighted material can be used to train AI models,"Specify legal glossary and summary jurisdiction, date, source, and limits.",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng ; https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng ; https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf ; https://eur-lex.europa.eu/eli/dir/2019/790/oj/eng ; https://www.nyc.gov/site/dca/about/automated-employment-decision-tools.page,Rights and exceptions governing training-data use; outcomes depend on jurisdiction and facts,RESOLVED
