chapter,section,source_file,item_type,description,claimed_algorithm,claimed_complexity,implementation_language,implementation_present,runnable,verification_status,citation_required,source_required,severity,recommended_action,notes
13,Grover's Algorithm: Quantum Search,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,Grover's algorithm (1996) searches an unsorted database in O(√N) instead of O(N).,,O(√N) O(N),,NO,NO,REVIEWED,YES,YES,MEDIUM,Verify assumptions and terminology,line 176
13,Grover's Algorithm: Quantum Search,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,"- NP-complete problems: Get √ speedup (not enough to solve them efficiently, but still significant)",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 183
13,The Limitations,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,- Sorting: Still Ω(n log n) (maybe √n speedup on some measures),,Ω(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 206
13,Learning-Augmented Algorithms: When ML Meets Classical CS,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,Imagine combining the worst-case guarantees of classical algorithms with the pattern-recognition power of machine learning. That's the promise of learning-augmented algorithms.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 217
13,The Concept,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,"Traditional algorithms: Designed by humans, work for all inputs, worst-case guarantees.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 221
13,The Concept,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,"Machine learning: Learn from data, work great on typical inputs, no guarantees.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 223
13,The Concept,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,"- Guarantee: Never worse than O(α) × classical, often much better",,O(α),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 231
13,Learned Index Structures,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,"Traditional B-tree index: O(log n) lookup, works for any data distribution.",,O(log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 237
13,Learned Index Structures,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,"Learned index: Train neural network to predict position of key in sorted array. When predictions are accurate, lookup is O(1)!",,O(1),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 239
13,Learned Index Structures,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 243-245,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Learned Optimizers,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,Database query optimization is NP-hard. Traditional optimizers use heuristics.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 271
13,The Theory,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,Consistency-robustness tradeoff: You can't be arbitrarily good when predictions are accurate AND arbitrarily close to optimal when they're wrong.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 284
13,"Differential Privacy (Dwork et al., 2006)",/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 319-324,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Algorithms,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 342-343,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Algorithms,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 348-349,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Cost of Privacy,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,- How to allocate privacy budget optimally?,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 366
13,Backpropagation: The Learning Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 478-478,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Backpropagation: The Learning Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 488-492,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Backpropagation: The Learning Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 497-500,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Backpropagation: The Learning Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,Time complexity: O(E) where E = number of edges in network (typically E ≈ n for n parameters).,,O(E),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 505
13,Stochastic Gradient Descent: The Optimization Workhorse,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 519-521,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Modern Optimizers,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 535-536,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Modern Optimizers,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 542-545,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Self-Attention Mechanism,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 576-578,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Self-Attention Mechanism,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 583-583,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Self-Attention Mechanism,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 588-588,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Self-Attention Mechanism,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 593-593,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Self-Attention Mechanism,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,"Time complexity: O(n²d) where n = sequence length, d = dimension",,O(n²d),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 598
13,Multi-Head Attention,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 606-609,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Positional Encoding,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 622-623,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Full Transformer Architecture,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 632-637,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Full Transformer Architecture,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 642-643,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Full Transformer Architecture,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 648-649,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Efficient Transformers,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,- Reduces to O(n√n) or O(n log n),,O(n√n) O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 673
13,Efficient Transformers,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,- Reduces to O(nd) where d << n,,O(nd),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 676
13,Efficient Transformers,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,"- Same complexity, but 2-4x faster wall-clock time",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 679
13,The RL Framework,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,Value function: V(s) = expected cumulative reward starting from state s,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 703
13,The RL Framework,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,"Q-function: Q(s,a) = expected cumulative reward from state s after action a",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 705
13,The RL Framework,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 709-711,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Q-Learning: The Classic Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 722-727,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Q-Learning: The Classic Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,Convergence: Provably converges to optimal Q-function if all state-action pairs are visited infinitely often.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 734
13,Deep Q-Networks (DQN),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 742-742,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Deep Q-Networks (DQN),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 747-748,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Policy Gradient Methods,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 769-770,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Policy Gradient Methods,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 777-779,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Proximal Policy Optimization (PPO),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 792-795,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,AlphaGo: Putting It All Together,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 811-812,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,AlphaGo: Putting It All Together,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 817-818,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,AlphaGo: Putting It All Together,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 823-826,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The MapReduce Paradigm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 866-881,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,MapReduce Algorithms,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 910-912,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,MapReduce Algorithms,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 917-918,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,MapReduce Algorithms,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 923-924,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,MapReduce Algorithms,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 929-932,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Limitations and Evolution,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,- Exactly-once guarantees even with failures,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 950
13,Count-Min Sketch,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,"Naive approach: Hash table → O(n) space where n = number of distinct items. If n = billions, you're out of memory.",,O(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 966
13,Count-Min Sketch,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 970-978,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Count-Min Sketch,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,- Space: O((1/ε) × log(1/δ)) where δ = failure probability,,O((1/ε),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 984
13,HyperLogLog,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,Naive approach: Hash set → O(n) space.,,O(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 997
13,HyperLogLog,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 1001-1010,,O(log log n) O(m log log n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Bloom Filters,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 1030-1041,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Bloom Filters,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,Optimal parameters: k = (m/n) × ln(2) hash functions minimizes false positives.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1049
13,Pregel: Thinking Like a Vertex,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 1068-1078,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Pregel: Thinking Like a Vertex,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 1083-1091,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,RSA: The Algorithm That Secured the Internet,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 1145-1152,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,RSA: The Algorithm That Secured the Internet,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 1161-1163,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,The Quantum Threat to RSA,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,COMPLEXITY,Shor's algorithm (1994): Quantum computer can factor N in polynomial time: O((log N)³).,,polynomial time O((log N),,NO,NO,REVIEWED,YES,YES,MEDIUM,Verify assumptions and terminology,line 1172
13,The Byzantine Generals Problem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,Blockchain's innovation: Use computational work (proof-of-work) instead of assuming number of honest parties.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1206
13,Bitcoin's Proof-of-Work,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,Bitcoin's Proof-of-Work,,,,NO,NO,MANUAL REVIEW,YES,YES,MEDIUM,Verify assumptions and terminology,line 1208
13,Bitcoin's Proof-of-Work,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 1212-1223,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Bitcoin's Proof-of-Work,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,The target: Adjusted so blocks found every ~10 minutes. Currently requires ~80 zeros in binary representation (2^80 hashes expected).,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1226
13,Alternative Consensus: Proof-of-Stake,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,Alternative Consensus: Proof-of-Stake,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1248
13,Alternative Consensus: Proof-of-Stake,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,"Proof-of-Stake (Ethereum 2.0, 2022): Validators chosen based on stake (how much cryptocurrency they hold), not computational work.",,,,NO,NO,MANUAL REVIEW,YES,YES,MEDIUM,Verify assumptions and terminology,line 1250
13,Alternative Consensus: Proof-of-Stake,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 1254-1257,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Alternative Consensus: Proof-of-Stake,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- 99.95% less energy than proof-of-work,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1261
13,Zero-Knowledge Proofs: Proving Without Revealing,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,Zero-Knowledge Proofs: Proving Without Revealing,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1269
13,Interactive Zero-Knowledge,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 1287-1298,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Non-Interactive Zero-Knowledge (SNARKs),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Prover generates single proof,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1311
13,Non-Interactive Zero-Knowledge (SNARKs),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Proof is short (hundreds of bytes),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1313
13,Non-Interactive Zero-Knowledge (SNARKs),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PSEUDOCODE,Fenced block at lines 1318-1321,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Non-Interactive Zero-Knowledge (SNARKs),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Generate proof that all transitions are valid,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1333
13,Non-Interactive Zero-Knowledge (SNARKs),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Post proof to blockchain (not all transaction data),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1334
13,Non-Interactive Zero-Knowledge (SNARKs),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Computational cost of proof generation (seconds to minutes),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1339
13,Non-Interactive Zero-Knowledge (SNARKs),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,- Complexity of writing circuits,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1340
13,Non-Interactive Zero-Knowledge (SNARKs),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,"Current research: STARK proofs (no trusted setup), recursive composition (proofs of proofs), practical tooling.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1342
13,Transparency vs. Performance,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,Limitations: Explanations are post-hoc. Don't guarantee the model makes sense globally.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1418
13,Risk Assessment,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Both perspectives are mathematically correct (impossibility theorem!),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1535
13,Anatomy of a Research Paper,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,"- Theoretical analysis: Correctness proofs, complexity bounds",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1593
