block_id,chapter,section,source_file,current_language,semantic_type,executable,complete_or_fragment,title_needed,caption_needed,line_numbers,print_style,html_style,epub_style,overflow_risk,special_handling,status,notes
ch10-b005,10,The Failure Function (Longest Proper Prefix-Suffix),chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 146-156; 9 content lines
ch10-b006,10,The Failure Function (Longest Proper Prefix-Suffix),chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 160-171; 10 content lines
ch10-b007,10,Computing the Failure Function,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 177-210; 32 content lines
ch10-b008,10,Computing the Failure Function,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 214-237; 22 content lines
ch10-b009,10,The KMP Search Algorithm,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 245-287; 41 content lines
ch10-b010,10,Complete KMP Example Trace,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 293-336; 42 content lines
ch10-b011,10,Full Implementation with Examples,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 345-526; 180 content lines
ch10-b012,10,Rolling Hash Function,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 549-555; 5 content lines
ch10-b013,10,Rolling Hash Function,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 558-564; 5 content lines
ch10-b014,10,Rolling Hash Function,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 567-569; 1 content lines
ch10-b015,10,Dealing with Large Numbers,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 575-577; 1 content lines
ch10-b016,10,Implementation,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 585-818; 232 content lines
ch10-b017,10,What's a Suffix?,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 845-855; 9 content lines
ch10-b018,10,Building a Suffix Array (Naive),chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 875-893; 17 content lines
ch10-b019,10,Building a Suffix Array Efficiently,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 903-1146; 242 content lines
ch10-b020,10,Applications of Suffix Arrays,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1151-1157; 5 content lines
ch10-b021,10,Applications of Suffix Arrays,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1160-1180; 19 content lines
ch10-b022,10,What's a Suffix Tree?,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,TERMINAL_COMMAND,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,terminal,terminal,terminal,LOW,NONE,CLASSIFIED,lines 1196-1206; 9 content lines
ch10-b023,10,DNA Sequence Matching,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1233-1255; 21 content lines
ch10-b024,10,DNA Sequence Matching,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1258-1267; 8 content lines
ch10-b025,10,Read Alignment,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1273-1304; 30 content lines
ch10-b026,10,Detecting Tandem Repeats,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1310-1340; 29 content lines
ch10-b027,10,Project Structure,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,TEXT_DIAGRAM,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,text-diagram,text-diagram,text-diagram,LOW,NONE,CLASSIFIED,lines 1348-1386; 37 content lines
ch10-b028,10,Core Library Implementation,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1390-1415; 24 content lines
ch10-b029,10,Core Library Implementation,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1417-1682; 264 content lines
ch10-b030,10,Text Compression Application,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1686-1850; 163 content lines
ch10-b031,10,Command-Line Tool,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1854-1997; 142 content lines
ch11-b001,11,The Big Idea,chapters/11-Numerical-Algorithms.qmd,UNLABELED,DATA,NO,FRAGMENT,NO,NO,NO,data-example,data-example,data-example,LOW,NONE,CLASSIFIED,lines 46-50; 3 content lines
ch11-b002,11,The Mathematical Foundation,chapters/11-Numerical-Algorithms.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 64-72; 7 content lines
ch11-b003,11,The Naive DFT: O(N²),chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 82-99; 16 content lines
ch11-b004,11,The Key Insight,chapters/11-Numerical-Algorithms.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 113-125; 11 content lines
ch11-b005,11,The Recursive Algorithm,chapters/11-Numerical-Algorithms.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 138-141; 2 content lines
ch11-b006,11,Implementation: Recursive FFT,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 152-196; 43 content lines
ch11-b007,11,Implementation: Recursive FFT,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 200-228; 27 content lines
ch11-b008,11,Iterative FFT (Cooley-Tukey),chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 234-287; 52 content lines
ch11-b009,11,Iterative FFT (Cooley-Tukey),chapters/11-Numerical-Algorithms.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 291-296; 4 content lines
ch11-b010,11,Complete FFT Implementation,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 302-543; 240 content lines
ch11-b011,11,The Problem,chapters/11-Numerical-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 550-553; 2 content lines
ch11-b012,11,The Problem,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 559-574; 14 content lines
ch11-b013,11,The Problem,chapters/11-Numerical-Algorithms.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 577-584; 6 content lines
ch11-b014,11,The FFT Trick,chapters/11-Numerical-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 596-598; 1 content lines
ch11-b015,11,Implementation,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 608-703; 94 content lines
ch11-b016,11,Application: Big Integer Multiplication,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 709-762; 52 content lines
ch11-b017,11,Matrix Multiplication: The Naive Way,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 787-805; 17 content lines
ch11-b018,11,Strassen's Algorithm: O(n^2.807),chapters/11-Numerical-Algorithms.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 818-821; 2 content lines
ch11-b019,11,Strassen's Algorithm: O(n^2.807),chapters/11-Numerical-Algorithms.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 824-838; 13 content lines
ch11-b020,11,Strassen's Algorithm: O(n^2.807),chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 842-894; 51 content lines
ch11-b021,11,Cache-Efficient Matrix Multiplication,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 912-942; 29 content lines
ch11-b022,11,Matrix Operations Library,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 953-1176; 222 content lines
ch11-b023,11,The Floating-Point Problem,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1184-1210; 25 content lines
ch11-b024,11,Condition Numbers,chapters/11-Numerical-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1217-1222; 4 content lines
ch11-b025,11,Condition Numbers,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1224-1270; 45 content lines
ch11-b026,11,Numerically Stable Algorithms,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1276-1330; 53 content lines
ch11-b027,11,Best Practices for Numerical Computing,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1334-1441; 106 content lines
ch11-b028,11,Audio Processing,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1447-1686; 238 content lines
ch11-b029,11,Image Processing with FFT,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1690-1831; 140 content lines
ch11-b030,11,Project Structure,chapters/11-Numerical-Algorithms.qmd,UNLABELED,TEXT_DIAGRAM,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,text-diagram,text-diagram,text-diagram,LOW,NONE,CLASSIFIED,lines 1839-1865; 25 content lines
ch11-b031,11,Core FFT Module,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1869-1902; 32 content lines
ch11-b032,11,Signal Generator Module,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1906-2122; 215 content lines
ch11-b033,11,Complete Audio Processor Application,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2126-2357; 230 content lines
ch11-b034,11,Command-Line Interface,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2361-2417; 55 content lines
ch12-b001,12,Building a Segment Tree,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 74-212; 137 content lines
ch12-b002,12,Step-by-Step Example,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 218-259; 40 content lines
ch12-b003,12,Lazy Propagation: Range Updates,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 271-422; 150 content lines
ch12-b004,12,Applications and Variants,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 433-498; 64 content lines
ch12-b005,12,The Brilliant Idea,chapters/12-Advanced-Data-Structures.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 520-529; 8 content lines
ch12-b006,12,Implementation,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 551-714; 162 content lines
ch12-b007,12,The Magic of Bit Manipulation,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 720-771; 50 content lines
ch12-b008,12,2D Fenwick Tree,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 777-885; 107 content lines
ch12-b009,12,Fenwick Tree vs Segment Tree,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 889-970; 80 content lines
ch12-b010,12,Persistent Array,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 986-1149; 162 content lines
ch12-b011,12,Persistent Segment Tree,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1153-1310; 156 content lines
ch12-b012,12,Applications of Persistence,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1314-1402; 87 content lines
ch12-b013,12,Succinct Bit Vector,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1419-1586; 166 content lines
ch12-b014,12,Wavelet Tree,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1597-1729; 131 content lines
ch12-b015,12,Applications of Succinct Structures,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1733-1840; 106 content lines
ch12-b016,12,Cache-Oblivious Matrix Transpose,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1854-2026; 171 content lines
ch12-b017,12,Van Emde Boas Layout,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2030-2100; 69 content lines
ch12-b018,12,Project Structure,chapters/12-Advanced-Data-Structures.qmd,UNLABELED,TEXT_DIAGRAM,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,text-diagram,text-diagram,text-diagram,LOW,NONE,CLASSIFIED,lines 2108-2133; 24 content lines
ch12-b019,12,Unified Interface,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2137-2181; 43 content lines
ch12-b020,12,Range Query Solver Application,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2185-2314; 128 content lines
ch12-b021,12,Comprehensive Benchmarking Suite,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2318-2440; 121 content lines
ch13-b001,13,**Smoothed Analysis**,chapters/13-Research-Industry-Applications.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 43-104; 60 content lines
ch13-b002,13,**Learned Index Structures**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 212-216; 3 content lines
ch13-b003,13,**Differential Privacy**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 284-291; 6 content lines
ch13-b004,13,**The Algorithms**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 300-303; 2 content lines
ch13-b005,13,**The Algorithms**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 306-309; 2 content lines
ch13-b006,13,**Backpropagation: The Learning Algorithm**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 417-419; 1 content lines
ch13-b007,13,**Backpropagation: The Learning Algorithm**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PROGRAM_OUTPUT,NO,FRAGMENT,NO,NO,NO,program-output,program-output,program-output,LOW,NONE,CLASSIFIED,lines 427-433; 5 content lines
ch13-b008,13,**Backpropagation: The Learning Algorithm**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 436-441; 4 content lines
ch13-b009,13,**Stochastic Gradient Descent: The Optimization Workhorse**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 458-462; 3 content lines
ch13-b010,13,**Modern Optimizers**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 474-477; 2 content lines
ch13-b011,13,**Modern Optimizers**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 481-486; 4 content lines
ch13-b012,13,**The Self-Attention Mechanism**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 510-514; 3 content lines
ch13-b013,13,**The Self-Attention Mechanism**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 517-519; 1 content lines
ch13-b014,13,**The Self-Attention Mechanism**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 522-524; 1 content lines
ch13-b015,13,**The Self-Attention Mechanism**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PROGRAM_OUTPUT,NO,FRAGMENT,NO,NO,NO,program-output,program-output,program-output,LOW,NONE,CLASSIFIED,lines 527-529; 1 content lines
ch13-b016,13,**Multi-Head Attention**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 540-545; 4 content lines
ch13-b017,13,**Positional Encoding**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 556-559; 2 content lines
ch13-b018,13,**The Full Transformer Architecture**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 566-573; 6 content lines
ch13-b019,13,**The Full Transformer Architecture**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 576-579; 2 content lines
ch13-b020,13,**The Full Transformer Architecture**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 582-585; 2 content lines
ch13-b021,13,**The RL Framework**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 636-640; 3 content lines
ch13-b022,13,**Q-Learning: The Classic Algorithm**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 649-656; 6 content lines
ch13-b023,13,**Deep Q-Networks (DQN)**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 669-671; 1 content lines
ch13-b024,13,**Deep Q-Networks (DQN)**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 674-677; 2 content lines
